Name;Sector;Lat;Long;CO2-low(Gg/year);CO2-high(Gg/year);CO2-mean(Gg/year)
BAMBUÍ;Bagasse TPP;-20.016243;-45.980555;62.0352;80.8704;71.4528
CEPASA;Bagasse TPP;-8.126722;-34.996710;10.3392;13.4784;11.9088
ANAMÃ;Natural gas TPP;-3.615548;-61.447581;2.075573376;2.075573376;2.075573376
ANORI;Natural gas TPP;-3.740979;-61.658565;4.381233408;4.381233408;4.381233408
ASFOR;Natural gas TPP;-3.755883;-38.521551;5.3527104;5.3527104;5.3527104
CAAPIRANGA;Natural gas TPP;-3.755883;-38.521551;2.075573376;2.075573376;2.075573376
CAMAÇARI;Natural gas TPP;-12.706047;-38.303425;208.851575;208.851575;208.851575
CODAJÁS;Natural gas TPP;-3.839333;-62.058371;5.841644544;5.841644544;5.841644544
ENERGY WORKS KAISER PACATUBA;Natural gas TPP;-3.930491;-38.607034;8.871118848;8.871118848;8.871118848
GLOBO;Natural gas TPP;-22.789215;-43.301665;8.24477184;8.24477184;8.24477184
AURELIANO CHAVES (ANTIGA IBIRITÉ);Natural gas TPP;-20.028628;-44.055764;361.108224;361.108224;361.108224
ILHA PLAZA SHOPPING;Natural gas TPP;-22.989471;-43.432752;2.0771712;2.0771712;2.0771712
JUIZ DE FORA;Natural gas TPP;-21.750927;-43.360178;139.0873836;139.0873836;139.0873836
NORTE FLUMINENSE;Natural gas TPP;-22.378914;-41.798399;1388.389219;1388.389219;1388.389219
CTS-CENTRAL TERMELÉTRICA SUL (ANTIGA RHODIA SANTO ANDRÉ);Natural gas TPP;-23.647339;-46.512655;17.576064;17.576064;17.576064
SOLVAY;Natural gas TPP;-23.624116;-46.516077;20.1325824;20.1325824;20.1325824
SUAPE, CGDE, KOBLITZ ENERGIA LTDA;Natural gas TPP;-8.287947;-35.033770;6.391296;6.391296;6.391296
SUZANO;Natural gas TPP;-23.552984;-46.315180;61.3564416;61.3564416;61.3564416
CELPAV IV;Natural gas TPP;-23.308796;-45.962328;222.7750134;222.7750134;222.7750134
URUGUAIANA;Natural gas TPP;-29.776215;-57.089583;1022.447578;1022.447578;1022.447578
CUIABÁ (MÁRIO COVAS);Natural gas TPP;-15.600190;-56.064620;845.5684608;845.5684608;845.5684608
CTE II;Natural gas TPP;-22.504897;-44.093392;284.3647373;284.3647373;284.3647373
MODULAR DE CAMPO GRANDE (WILLIAN ARJONA);Natural gas TPP;-20.511636;-54.634819;329.7109824;329.7109824;329.7109824
ENERGY WORKS KAISER JACAREÍ;Natural gas TPP;-23.302971;-45.966578;13.72850381;13.72850381;13.72850381
SANTA CRUZ;Natural gas TPP;-23.000372;-43.421579;1335.780864;1335.780864;1335.780864
CELSO FURTADO (ANTIGA TERMOBAHIA FASE I);Natural gas TPP;-12.621587;-38.678957;297.0211012;297.0211012;297.0211012
BRAHMA;Natural gas TPP;-22.991491;-43.401602;20.89953792;20.89953792;20.89953792
REFINARIA DUQUE DE CAXIAS - REDUC;Natural gas TPP;-22.787143;-43.297404;101.1422592;101.1422592;101.1422592
UGPU;Natural gas TPP;-23.192062;-46.877181;12.3032448;12.3032448;12.3032448
ARAUCÁRIA;Natural gas TPP;-25.573015;-49.402634;773.5864896;773.5864896;773.5864896
PROJAC CENTRAL GLOBO DE PRODUÇÃO;Natural gas TPP;-22.998467;-43.398843;7.9092288;7.9092288;7.9092288
GOVERNADOR LEONEL BRIZOLA (ANTIGA TERMORIO);Natural gas TPP;-22.779913;-43.315996;1690.977139;1690.977139;1690.977139
CAMAÇARI;Natural gas TPP;-12.602019;-38.303688;554.1301567;554.1301567;554.1301567
CAMPOS (ANTIGA ROBERTO SILVEIRA);Natural gas TPP;-21.726099;-41.311317;47.93472;47.93472;47.93472
BARBOSA LIMA SOBRINHO (ANTIGA ELETROBOLT);Natural gas TPP;-22.738838;-43.708921;599.3757389;599.3757389;599.3757389
RHODIA PAULÍNIA;Natural gas TPP;-22.759084;-47.153951;19.33047475;19.33047475;19.33047475
LUIZ CARLOS PRESTES (ANTIGA TRÊS LAGOAS);Natural gas TPP;-20.775059;-51.688207;616.4708579;616.4708579;616.4708579
IGUATEMI FORTALEZA;Natural gas TPP;-3.741120;-38.486830;7.659968256;7.659968256;7.659968256
VITÓRIA APART HOSPITAL;Natural gas TPP;-20.116467;-40.284150;3.3554304;3.3554304;3.3554304
CESAR PARK BUSINESS HOTEL/GLOBENERGY;Natural gas TPP;-23.434855;-46.532333;3.3554304;3.3554304;3.3554304
BAYER;Natural gas TPP;-23.551987;-46.634139;6.13564416;6.13564416;6.13564416
EUZÉBIO ROCHA (ANTIGA CUBATÃO - CCBS);Natural gas TPP;-23.854429;-46.414827;399.2962176;399.2962176;399.2962176
CTE FIBRA;Natural gas TPP;-22.379286;-41.797380;14.08002509;14.08002509;14.08002509
MÁRIO LAGO (ANTIGA MACAÉ MERCHANT);Natural gas TPP;-22.377646;-41.784973;1474.17639;1474.17639;1474.17639
TERMOPERNAMBUCO;Natural gas TPP;-8.399111;-35.060564;851.2498436;851.2498436;851.2498436
TERMO NORTE II;Natural gas TPP;-8.754679;-63.862460;559.1585088;559.1585088;559.1585088
SEPÉ TIARAJU (ANTIGA CANOAS);Natural gas TPP;-29.906946;-51.162713;397.175266;397.175266;397.175266
IGUATEMI BAHIA;Natural gas TPP;-12.960972;-38.492457;13.28750438;13.28750438;13.28750438
ENERGYWORKS CORN PRODUCTS MOGI;Natural gas TPP;-22.351021;-46.943427;49.1730336;49.1730336;49.1730336
ENERGYWORKS CORN PRODUCTS BALSA;Natural gas TPP;-25.581870;-49.628309;14.69838298;14.69838298;14.69838298
PETROFLEX;Natural gas TPP;-22.763209;-43.301635;23.96736;23.96736;23.96736
SHOPPING TABOÃO;Natural gas TPP;-23.617756;-46.781516;5.36069952;5.36069952;5.36069952
FERNANDO GASPARIAN (ANTIGA NOVA PIRATININGA);Natural gas TPP;-23.546678;-46.644394;616.8878899;616.8878899;616.8878899
PONTA DO COSTA;Natural gas TPP;-22.797070;-42.013650;6.391296;6.391296;6.391296
RÔMULO ALMEIDA UNIDADE I (ANTIGA USINA DE COGERAÇÃO CAMAÇARI - FAFEN ENERGIA);Natural gas TPP;-12.695511;-38.309967;220.5316685;220.5316685;220.5316685
JESUS SOARES PEREIRA ;Natural gas TPP;-5.292244;-36.755156;516.0444238;516.0444238;516.0444238
CINAL/TRIKEM;Natural gas TPP;-9.716004;-35.895135;5.093064;5.093064;5.093064
CARIOCA SHOPPING;Natural gas TPP;-23.011379;-43.505355;5.1130368;5.1130368;5.1130368
METALURGIA CARAÍBA;Natural gas TPP;-12.617585;-38.295373;28.760832;28.760832;28.760832
MACAÍBA (ANTIGA TERMO TOALIA);Natural gas TPP;-5.848229;-35.353888;9.07564032;9.07564032;9.07564032
TERMOCABO;Natural gas TPP;-8.287038;-35.027005;79.092288;79.092288;79.092288
IGW/SERVICE ENERGY;Natural gas TPP;-23.499105;-46.629643;4.5138528;4.5138528;4.5138528
STEPIE ULB;Natural gas TPP;-29.900996;-51.191879;5.2728192;5.2728192;5.2728192
FORTALEZA;Natural gas TPP;-3.729310;-38.658845;553.8537331;553.8537331;553.8537331
TERMOCEARÁ;Natural gas TPP;-3.718276;-38.660809;350.0464884;350.0464884;350.0464884
INAPEL;Natural gas TPP;-23.434212;-46.552920;1.923780096;1.923780096;1.923780096
EUCATEX;Natural gas TPP;-23.200639;-47.296043;15.6586752;15.6586752;15.6586752
JACAREÍ;Natural gas TPP;-23.299812;-45.968806;16.777152;16.777152;16.777152
VULCABRÁS;Natural gas TPP;-4.095220;-38.492557;7.95716352;7.95716352;7.95716352
CASA DE GERADORES DE ENERGIA ELÉTRICA F-242;Natural gas TPP;-23.239686;-45.889117;14.380416;14.380416;14.380416
ATALAIA;Natural gas TPP;-10.923527;-37.063641;7.3499904;7.3499904;7.3499904
MILLENNIUM;Natural gas TPP;-12.697761;-38.299141;7.639196544;7.639196544;7.639196544
CONTAGEM;Natural gas TPP;-19.921321;-44.076537;30.83640538;30.83640538;30.83640538
CENPES - PETROBRÁS;Natural gas TPP;-22.993370;-43.337520;25.66904256;25.66904256;25.66904256
PARAIBUNA;Natural gas TPP;-21.778043;-43.338874;3.195648;3.195648;3.195648
SOUZA CRUZ CACHOEIRINHA;Natural gas TPP;-29.927448;-51.089605;4.716776448;4.716776448;4.716776448
WEATHERFORD;Natural gas TPP;-29.286516;-51.080283;0.533673216;0.533673216;0.533673216
OPERADORA SÃO PAULO RENAISSANCE;Natural gas TPP;-23.535613;-46.603546;2.74825728;2.74825728;2.74825728
MICROTURGN;Natural gas TPP;-20.466172;-54.629082;0.1597824;0.1597824;0.1597824
SESC SENAC-CASS;Natural gas TPP;-22.991492;-43.413314;2.5565184;2.5565184;2.5565184
PAMESA;Natural gas TPP;-8.296450;-35.031878;6.506339328;6.506339328;6.506339328
IMCOPA;Natural gas TPP;-25.600885;-49.393372;11.184768;11.184768;11.184768
JARAQUI;Natural gas TPP;-3.118005;-59.972161;120.598962;120.598962;120.598962
CENU;Natural gas TPP;-23.495330;-46.633762;6.391296;6.391296;6.391296
PQU;Natural gas TPP;-23.639305;-46.486915;13.99693824;13.99693824;13.99693824
AEROPORTO DE MACEIÓ;Natural gas TPP;-9.506798;-35.792819;1.26228096;1.26228096;1.26228096
MANAUARA;Natural gas TPP;-3.082314;-60.018386;136.4222131;136.4222131;136.4222131
GERAÇÃO PRÓPRIA DE ENERGIA ELÉTRICA - GPEE;Natural gas TPP;-23.002233;-43.312013;9.586944;9.586944;9.586944
CENTRAL DE CO-GERAÇÃO SHOPPING - ARACAJU;Natural gas TPP;-10.919497;-37.067762;4.1543424;4.1543424;4.1543424
CRYLOR;Natural gas TPP;-23.163351;-45.898017;12.782592;12.782592;12.782592
SHOPPING RECIFE;Natural gas TPP;-8.118832;-34.905085;9.586944;9.586944;9.586944
GE CELMA;Natural gas TPP;-22.512743;-43.212955;1.698486912;1.698486912;1.698486912
PORTO DO PECÉM;Natural gas TPP;-3.608361;-38.969488;8.388576;8.388576;8.388576
BIANCOGRÊS;Natural gas TPP;-20.199596;-40.198277;8.16488064;8.16488064;8.16488064
CENTRO OPERACIONAL REGIÃO METROPOLITANA DE SÃO PAULO;Natural gas TPP;-23.548223;-46.624908;0.533673216;0.533673216;0.533673216
CONDOMÍNIO W.T.C.;Natural gas TPP;-23.608316;-46.697210;8.388576;8.388576;8.388576
NORTE SHOPPING;Natural gas TPP;-22.885580;-43.283244;5.99184;5.99184;5.99184
AHLSTROM;Natural gas TPP;-23.077554;-46.953413;2.0771712;2.0771712;2.0771712
POLICAM;Natural gas TPP;-21.762429;-41.318514;6.391296;6.391296;6.391296
SHOPPING INTERLAGOS;Natural gas TPP;-23.675811;-46.676079;2.796192;2.796192;2.796192
SUPERSHOPPING OSASCO;Natural gas TPP;-23.535389;-46.771198;2.0771712;2.0771712;2.0771712
GÁS CAAPIRANGA;Natural gas TPP;-3.115871;-59.972152;3.5152128;3.5152128;3.5152128
GÁS ANORI;Natural gas TPP;-4.261855;-61.843205;5.2728192;5.2728192;5.2728192
GÁS ANAMÃ;Natural gas TPP;-3.584485;-61.460505;5.2728192;5.2728192;5.2728192
LUIZ OSCAR RODRIGUES DE MELO (ANTIGA LINHARES);Natural gas TPP;-19.374243;-40.085200;325.956096;325.956096;325.956096
SHOPPING CAXIAS;Natural gas TPP;-22.786930;-43.286317;2.0771712;2.0771712;2.0771712
MC2 NOVA VENÉCIA 2;Natural gas TPP;-4.833165;-44.482329;281.5365888;281.5365888;281.5365888
LEVORIN;Natural gas TPP;-23.460559;-46.497549;6.56705664;6.56705664;6.56705664
SHOPPING CAMPO GRANDE;Natural gas TPP;-20.458826;-54.588259;7.43787072;7.43787072;7.43787072
MARANHÃO IV (ANTIGA MC2 JOINVILLE);Natural gas TPP;-4.864216;-44.360790;539.4253824;539.4253824;539.4253824
MARANHÃO V (ANTIGA MC2 JOÃO NEIVA);Natural gas TPP;-4.868590;-44.358440;539.4253824;539.4253824;539.4253824
TORRE ELDORADO;Natural gas TPP;-23.570844;-46.697256;6.32738304;6.32738304;6.32738304
SHOPPING TACARUNA;Natural gas TPP;-8.025962;-34.864007;4.1543424;4.1543424;4.1543424
PETRORECÔNCAVO;Natural gas TPP;-12.505389;-38.320309;1.597824;1.597824;1.597824
BRASKEM PVC-AL;Natural gas TPP;-9.678459;-35.766015;4.6336896;4.6336896;4.6336896
BAIXADA FLUMINENSE;Natural gas TPP;-22.723639;-43.649035;846.84672;846.84672;846.84672
YUNI GTIS LEOPOLDO GREEN;Natural gas TPP;-23.586605;-46.679399;3.28352832;3.28352832;3.28352832
EDIFÍCIO SKY;Natural gas TPP;-23.607554;-46.697566;2.0771712;2.0771712;2.0771712
SHOPPING CENTER VALE;Natural gas TPP;-23.199599;-45.881243;3.28352832;3.28352832;3.28352832
TS5 TOWER 4;Natural gas TPP;-23.610348;-46.696816;7.86129408;7.86129408;7.86129408
RJR;Natural gas TPP;-22.902819;-43.175527;19.22182272;19.22182272;19.22182272
PARNAÍBA IV;Natural gas TPP;-4.865653;-44.360687;89.92074125;89.92074125;89.92074125
COGERAÇÃO DE MILLUS AV BRASIL;Natural gas TPP;-22.817500;-43.283056;3.633451776;3.633451776;3.633451776
OESTE CANOAS I;Natural gas TPP;-2.759753;-42.825324;5.731714253;5.731714253;5.731714253
ESPIGÃO I;Natural gas TPP;-2.500753;-43.249984;5.731714253;5.731714253;5.731714253
SISTEMA BACKUP DE GERAÇÃO DA ESTAÇÃO DE COMPRESSÃO DE GÁS NATURAL DE PAULÍNIA/SP;Natural gas TPP;-22.770001;-47.154645;1.8374976;1.8374976;1.8374976
CHARQUEADAS;Coal TPP;-29.943834;-51.573889;78.84;172.81728;125.82864
FIGUEIRA;Coal TPP;-23.852639;-50.390386;21.9;48.0048;34.9524
JORGE LACERDA I E II;Coal TPP;-28.451793;-48.968880;254.04;556.85568;405.44784
PRESIDENTE MÉDICI A, B;Coal TPP;-31.551735;-53.681574;488.37;1070.50704;779.43852
SÃO JERÔNIMO;Coal TPP;-29.965889;-51.721737;21.9;48.0048;34.9524
JORGE LACERDA III;Coal TPP;-28.460391;-48.964919;286.89;628.86288;457.87644
JORGE LACERDA IV;Coal TPP;-28.454486;-48.969146;397.485;871.28712;634.38606
ALUNORTE;Coal TPP;-1.545510;-48.736133;113.72013;249.274525;181.4973275
ALUMAR;Coal TPP;-2.710080;-44.347869;82.344;180.498048;131.421024
PORTO DO ITAQUI (ANTIGA TERMOMARANHÃO);Coal TPP;-2.587064;-44.338972;394.350015;864.4152329;629.3826239
PORTO DO PECÉM I (ANTIGA MPX);Coal TPP;-3.585359;-38.857085;788.70003;1728.830466;1258.765248
CANDIOTA III;Coal TPP;-31.585236;-53.670803;383.25;840.084;611.667
PORTO DO PECÉM II;Coal TPP;-3.583405;-38.874487;399.675;876.0876;637.8813
CAMPINA GRANDE;Fuel oil TPP;-7.200901;-35.874785;378.8017596;705.593;542.1973798
CELPAV II;Fuel oil TPP;-21.547572;-47.701072;73.036062;706.593;389.814531
COGERAÇÃO INTERNATIONAL PAPER - FASES I E II;Fuel oil TPP;-22.322119;-46.937936;113.138685;707.593;410.3658425
IGARAPÉ;Fuel oil TPP;-19.941624;-44.318832;293.48847;708.593;501.040735
NUTEPA;Fuel oil TPP;-30.077355;-51.081358;53.76888;709.593;381.68094
PIRATININGA;Fuel oil TPP;-23.777330;-46.724389;425.6703;710.593;568.13165
MRN UG I (ANTIGA PORTO TROMBETAS);Fuel oil TPP;-1.749457;-55.853681;34.277661;711.593;372.9353305
REFAP;Fuel oil TPP;-29.936400;-51.148626;167.4004464;712.593;439.9967232
MAUÁ;Fuel oil TPP;-2.991764;-60.017982;1237.947809;713.593;975.7704043
CADAM;Fuel oil TPP;0.254113;-51.063160;55.99132704;714.593;385.2921635
APARECIDA PARTE I;Fuel oil TPP;-3.035503;-60.000610;539.3466738;715.593;627.4698369
CAPUAVA;Fuel oil TPP;-23.719169;-46.521041;40.3714674;716.593;378.4822337
REMAN;Fuel oil TPP;-3.002589;-59.981384;14.338368;717.593;365.965684
ORSA;Fuel oil TPP;-24.118094;-48.898865;10.081665;718.593;364.3373325
CITROSUCO;Fuel oil TPP;-22.533771;-47.385714;5.152851;719.593;362.3729255
CNT;Fuel oil TPP;-14.458003;-48.438385;80.65332;720.593;400.62316
NORTE;Fuel oil TPP;-22.765274;-47.116347;8.73296226;721.593;365.1629811
TAMBAQUI;Fuel oil TPP;-3.006704;-59.931859;208.457467;722.593;465.5252335
PONTA NEGRA;Fuel oil TPP;-3.008975;-59.941901;191.2827906;723.593;457.4378953
CRISTIANO ROCHA;Fuel oil TPP;-3.010818;-59.962157;191.2827906;724.593;457.9378953
CAMAÇARI MURICY I;Fuel oil TPP;-12.693489;-38.303935;339.864129;725.593;532.7285645
CAMAÇARI PÓLO DE APOIO I;Fuel oil TPP;-12.691061;-38.311145;336.0555;726.593;531.32425
TERMOPARAÍBA;Fuel oil TPP;-7.096830;-34.857626;382.7716952;727.593;555.1823476
GLOBAL II;Fuel oil TPP;-12.675504;-38.538919;333.367056;728.593;530.980028
TERMONORDESTE;Fuel oil TPP;-7.077273;-34.857021;382.7716952;729.593;556.1823476
GLOBAL I;Fuel oil TPP;-12.670814;-38.536515;333.367056;730.593;531.980028
MARACANAÚ I;Fuel oil TPP;-3.854531;-38.617319;376.38216;731.593;553.98758
VIANA;Fuel oil TPP;-20.365227;-40.433066;391.168602;732.593;561.880801
GERAMAR II (ANTIGA NOVA OLINDA);Fuel oil TPP;-3.554679;-44.582989;371.6101719;733.593;552.601586
GERAMAR I (ANTIGA TOCANTINÓPOLIS);Fuel oil TPP;-3.562070;-44.581028;371.6101719;734.593;553.101586
SUAPE II;Fuel oil TPP;-8.294746;-35.031216;854.1612258;735.593;794.8771129
MRN UG II;Fuel oil TPP;-1.747055;-55.876341;102.608946;736.593;419.600973
PERNAMBUCO III;Fuel oil TPP;-7.851113;-34.906701;449.8438923;737.593;593.7184462
SANTANA;Diesel TPP;-0.008493;-51.173438;399.009897;1100.830472;749.9201845
PALMEIRAS DE GOIÁS;Diesel TPP;-16.807840;-49.937062;393.3193572;1085.130812;739.2250848
TERMOMANAUS;Diesel TPP;-7.846155;-34.902560;319.5887805;881.7151423;600.6519614
GOIÂNIA II;Diesel TPP;-16.830395;-49.282308;313.6518;865.335576;589.493688
PETROLINA;Diesel TPP;-9.391843;-40.487816;305.138394;841.8478961;573.493145
ELECTRON (TG);Diesel TPP;-3.938009;-60.815127;268.8444;741.716208;505.280304
FLORES;Diesel TPP;-3.108356;-60.062581;223.0288335;615.3154042;419.1721189
PAU FERRO I;Diesel TPP;-7.837312;-34.903933;210.7740096;581.5055071;396.1397583
SENADOR ARNON AFONSO FARIAS DE MELLO (FLORESTA);Diesel TPP;2.858820;-60.682830;192.508273;531.1120717;361.8101723
POTIGUAR III;Diesel TPP;-5.853701;-35.347469;148.760568;410.4163018;279.5884349
XAVANTES ARUANÃ;Diesel TPP;-16.700689;-49.253174;120.0300631;331.151563;225.5908131
POTIGUAR;Diesel TPP;-5.857031;-35.362361;119.0084544;328.3330414;223.6707479
MAUÁ PARTE III BLOCO IRANDUBA;Diesel TPP;-3.123320;-60.249414;112.0185;309.04842;210.53346
RIO ACRE;Diesel TPP;-9.942879;-67.843285;101.9303379;281.2161374;191.5732377
DAIA;Diesel TPP;-16.353937;-48.945165;99.5620428;274.6822357;187.1221392
BELO JARDIM;Diesel TPP;-9.934425;-67.811871;98.21558043;270.9674737;184.5915271
RIO MADEIRA;Diesel TPP;-8.794378;-63.881171;97.33959576;268.550715;182.9451554
MAUÁ PARTE II BLOCO DISTRITO;Diesel TPP;-3.055976;-60.075594;89.6148;247.238736;168.426768
SÃO JOSÉ;Diesel TPP;-3.118640;-60.044729;77.964876;215.0977003;146.5312882
BAHIA I - CAMAÇARI;Diesel TPP;-12.724634;-38.298763;71.243766;196.5547951;133.8992806
RIO BRANCO II;Diesel TPP;-9.956067;-67.833157;71.243766;196.5547951;133.8992806
CRUZEIRO DO SUL;Diesel TPP;-7.626941;-72.663352;54.24025385;149.6437174;101.9419856
VILHENA;Diesel TPP;-12.728126;-60.123216;53.2087875;146.7979995;100.0033935
MANACAPURU;Diesel TPP;-3.290058;-60.618917;53.07884604;146.4395033;99.75917469
PARINTINS;Diesel TPP;-2.635442;-56.750101;51.52851;142.1622732;96.8453916
COARI;Diesel TPP;-4.103067;-63.132625;49.8706362;137.5883566;93.72949639
SERRA DO NAVIO;Diesel TPP;0.922967;-51.999279;48.391992;133.5089174;90.95045472
TABATINGA;Diesel TPP;-9.228587;-61.888935;47.26732626;130.4060713;88.83669878
ITACOATIARA;Diesel TPP;-3.122047;-58.440624;47.25388404;130.3689855;88.81143477
NOVA BURITIS;Diesel TPP;-10.221932;-63.838957;42.32955078;116.7832169;79.55638386
RIO BRANCO I;Diesel TPP;-9.988190;-67.816849;41.68656459;115.009279;78.3479218
TEFÉ;Diesel TPP;-3.360214;-64.719116;38.63518065;106.5908001;72.61299035
CIDADE NOVA;Diesel TPP;-3.079559;-60.081807;34.949772;96.42310704;65.68643952
CAUCAIA;Diesel TPP;-3.729635;-38.647407;33.0678612;91.23109358;62.14947739
IGUATU;Diesel TPP;-6.365816;-39.322222;33.0678612;91.23109358;62.14947739
JUAZEIRO DO NORTE;Diesel TPP;-7.238327;-39.306693;33.0678612;91.23109358;62.14947739
ENGUIA PECÉM;Diesel TPP;-3.612023;-38.966827;33.0678612;91.23109358;62.14947739
MACHADINHO DO OESTE;Diesel TPP;-9.429710;-61.906695;29.85741099;82.37376587;56.11558843
ALTOS;Diesel TPP;-5.045332;-42.467325;29.3936544;81.09430541;55.2439799
CAMPO MAIOR;Diesel TPP;-4.825288;-42.186023;29.3936544;81.09430541;55.2439799
CRATO;Diesel TPP;-7.240891;-39.420606;29.3936544;81.09430541;55.2439799
MARAMBAIA;Diesel TPP;-5.158406;-42.757533;29.3936544;81.09430541;55.2439799
NAZÁRIA;Diesel TPP;-5.066078;-42.791179;29.3936544;81.09430541;55.2439799
PIMENTA BUENO;Diesel TPP;-11.697414;-61.177868;29.12481;80.3525892;54.7386996
HUMAITÁ;Diesel TPP;-7.519660;-63.041588;28.9679841;79.91992141;54.44395276
BRUMADO;Diesel TPP;-27.101462;-48.865029;28.88957115;79.70358752;54.29657933
ITAÚ MOOCA;Diesel TPP;-23.557717;-46.614142;28.62072675;78.96187131;53.79129903
MAUÉS;Diesel TPP;-3.395058;-57.706983;26.1451179;72.13190123;49.13850956
ARACATI;Diesel TPP;-4.566349;-37.763770;25.7194476;70.95751723;48.33848242
BATURITÉ;Diesel TPP;-4.328580;-38.879105;25.7194476;70.95751723;48.33848242
CATERPILLAR;Diesel TPP;-22.743927;-47.667837;25.7194476;70.95751723;48.33848242
BOCA DO ACRE;Diesel TPP;-8.779490;-67.361449;25.316181;69.84494292;47.58056196
CARACARAÍ;Diesel TPP;1.825310;-61.140633;24.54549372;67.71868979;46.13209176
COLORADO DO OESTE;Diesel TPP;-13.127585;-60.532022;24.52309002;67.65688011;46.08998506
BRASÍLIA;Diesel TPP;-15.846971;-48.134780;22.4037;61.809684;42.106692
ALCOA BENEFICIAMENTO;Diesel TPP;-2.154843;-56.082131;22.01835636;60.74655744;41.3824569
AEROPORTO INTERNACIONAL DE SÃO PAULO/GUARULHOS-CENTRAL ELÉTRICA DE EMERGÊNCIA CEE;Diesel TPP;-23.467761;-46.542861;21.507552;59.33729664;40.42242432
VILA RICA;Diesel TPP;-10.020824;-51.115775;20.7234225;57.1739577;38.9486901
NOVO PROGRESSO;Diesel TPP;-7.087150;-55.410206;20.44337625;56.40133665;38.42235645
CENTRAL GERADORA DE EMERGÊNCIA - CSAC;Diesel TPP;-8.704117;-63.895762;20.44337625;56.40133665;38.42235645
BREVES;Diesel TPP;-1.672924;-50.499516;19.4930113;53.77936985;36.63619058
LARANJAL DO JARI;Diesel TPP;-0.822257;-52.500278;19.43520975;53.61990087;36.52755531
ORIXIMINÁ;Diesel TPP;-1.765886;-55.851664;19.00371449;52.42944636;35.71658042
SÃO FRANCISCO DO GUAPORÉ;Diesel TPP;-12.072632;-63.559287;18.86839614;52.05611586;35.462256
APARECIDA PARTE II;Diesel TPP;-3.028549;-59.951998;18.819108;51.92013456;35.36962128
OIAPOQUE;Diesel TPP;3.837141;-51.828868;18.4830525;50.9929893;34.7380209
SAPEZAL;Diesel TPP;-13.561296;-58.807770;18.2142081;50.25127309;34.2327406
VISTA ALEGRE DO ABUNÃ;Diesel TPP;-8.807949;-63.903659;18.0573822;49.8186053;33.93799375
MUNGUBA;Diesel TPP;-1.501644;-52.590907;17.92296;49.4477472;33.6853536
ALTEROSA;Diesel TPP;-19.828745;-44.602319;17.92296;49.4477472;33.6853536
HERMASA;Diesel TPP;-3.141802;-58.434466;17.0044083;46.91355016;31.95897923
SÃO JOSÉ DO RIO CLARO;Diesel TPP;-13.448112;-56.735056;16.9371972;46.7281211;31.83265915
CALÇADOS AZALÉIA;Diesel TPP;-15.347641;-40.019111;16.802775;46.357263;31.580019
SANTANA DO ARAGUAIA;Diesel TPP;-9.339164;-50.330631;16.45506958;45.3979767;30.92652314
ITAÚSA;Diesel TPP;-23.525113;-46.727822;16.354701;45.12106932;30.73788516
CUJUBIM;Diesel TPP;-9.366478;-62.594616;14.97015234;41.30123085;28.13569159
MONTE ALEGRE;Diesel TPP;-1.987823;-54.085127;14.93430642;41.20233535;28.06832089
ITAUTINGA;Diesel TPP;-3.117517;-60.040974;14.6968272;40.5471527;27.62198995
3M SUMARÉ;Diesel TPP;-22.809053;-47.273350;14.338368;39.55819776;26.94828288
BORBA;Diesel TPP;-4.406794;-59.599754;14.3159643;39.49638808;26.90617619
EIRUNEPÉ;Diesel TPP;-6.850469;-70.242271;14.1815421;39.12552997;26.65353604
ALVORADA D´OESTE;Diesel TPP;-11.358026;-62.298663;14.13897507;39.00809157;26.57353332
LÁBREA;Diesel TPP;-7.266740;-64.782003;14.114331;38.94010092;26.52721596
AUTAZES;Diesel TPP;-3.584836;-59.116852;13.53631554;37.34541107;25.44086331
CASTANHO;Diesel TPP;-3.814581;-60.351126;13.44222;37.0858104;25.2640152
SÃO GABRIEL DA CACHOEIRA;Diesel TPP;-0.114796;-67.087488;13.1061645;36.15866514;24.63241482
ALCOA PORTO;Diesel TPP;-27.812284;-50.304971;12.64464828;34.88538565;23.76501696
MONTE DOURADO;Diesel TPP;-1.527495;-52.585298;12.26602575;33.84080199;23.05341387
TIVIT BARRA (ANTIGA OPTIGLOBE RIO);Diesel TPP;-23.041175;-43.554073;12.26468153;33.83709341;23.05088747
TIVIT TRANSAMÉRICA (ANTIGA OPTIGLOBE SÃO PAULO);Diesel TPP;-23.651232;-46.721660;12.26468153;33.83709341;23.05088747
EDIFÍCIO ROCHAVERÁ;Diesel TPP;-23.568234;-46.669525;12.2548239;33.80989715;23.03236052
CARAUARI;Diesel TPP;-4.867313;-66.898690;12.22345872;33.72336359;22.97341116
CHUPINGUAIA;Diesel TPP;-12.548982;-60.911644;12.1204017;33.43903904;22.77972037
CODAJÁS;Diesel TPP;-3.840531;-62.059850;11.649924;32.14103568;21.89547984
MANICORÉ;Diesel TPP;-5.813654;-61.282751;11.4482907;31.58474852;21.51651961
BENJAMIN CONSTANT;Diesel TPP;-4.382773;-70.018284;11.425887;31.52293884;21.47441292
APUÍ;Diesel TPP;-7.205666;-59.881458;11.20185;30.904842;21.053346
COSTA MARQUES;Diesel TPP;-12.441442;-64.223649;11.17048482;30.81830844;20.99439663
JBS ANDRADINA;Diesel TPP;-20.904327;-51.390530;11.1122352;30.65760326;20.88491923
ALBRÁS;Diesel TPP;-1.517284;-48.615369;11.1122352;30.65760326;20.88491923
