Name;Sector;Lat;Long;TOC-low(Gg/year);TOC-high(Gg/year);TOC-mean(Gg/year)
TEFÉ;Diesel TPP;-3.360214;-64.719116;6.23903E-11;0.064958466;0.032479233
CIDADE NOVA;Diesel TPP;-3.079559;-60.081807;5.64389E-11;0.05876208;0.02938104
CAUCAIA;Diesel TPP;-3.729635;-38.647407;5.33999E-11;0.055597968;0.027798984
IGUATU;Diesel TPP;-6.365816;-39.322222;5.33999E-11;0.055597968;0.027798984
JUAZEIRO DO NORTE;Diesel TPP;-7.238327;-39.306693;5.33999E-11;0.055597968;0.027798984
ENGUIA PECÉM;Diesel TPP;-3.612023;-38.966827;5.33999E-11;0.055597968;0.027798984
MACHADINHO DO OESTE;Diesel TPP;-9.429710;-61.906695;4.82155E-11;0.050200144;0.025100072
ALTOS;Diesel TPP;-5.045332;-42.467325;4.74666E-11;0.049420416;0.024710208
CAMPO MAIOR;Diesel TPP;-4.825288;-42.186023;4.74666E-11;0.049420416;0.024710208
CRATO;Diesel TPP;-7.240891;-39.420606;4.74666E-11;0.049420416;0.024710208
MARAMBAIA;Diesel TPP;-5.158406;-42.757533;4.74666E-11;0.049420416;0.024710208
NAZÁRIA;Diesel TPP;-5.066078;-42.791179;4.74666E-11;0.049420416;0.024710208
PIMENTA BUENO;Diesel TPP;-11.697414;-61.177868;4.70324E-11;0.0489684;0.0244842
HUMAITÁ;Diesel TPP;-7.519660;-63.041588;4.67792E-11;0.048704724;0.024352362
BRUMADO;Diesel TPP;-27.101462;-48.865029;4.66526E-11;0.048572886;0.024286443
ITAÚ MOOCA;Diesel TPP;-23.557717;-46.614142;4.62184E-11;0.04812087;0.024060435
MAUÉS;Diesel TPP;-3.395058;-57.706983;4.22207E-11;0.043958556;0.021979278
ARACATI;Diesel TPP;-4.566349;-37.763770;4.15333E-11;0.043242864;0.021621432
BATURITÉ;Diesel TPP;-4.328580;-38.879105;4.15333E-11;0.043242864;0.021621432
CATERPILLAR;Diesel TPP;-22.743927;-47.667837;4.15333E-11;0.043242864;0.021621432
BOCA DO ACRE;Diesel TPP;-8.779490;-67.361449;4.0882E-11;0.04256484;0.02128242
CARACARAÍ;Diesel TPP;1.825310;-61.140633;3.96375E-11;0.041269061;0.02063453
COLORADO DO OESTE;Diesel TPP;-13.127585;-60.532022;3.96013E-11;0.041231393;0.020615696
BRASÍLIA;Diesel TPP;-15.846971;-48.134780;3.61788E-11;0.037668;0.018834
ALCOA BENEFICIAMENTO;Diesel TPP;-2.154843;-56.082131;3.55565E-11;0.03702011;0.018510055
AEROPORTO INTERNACIONAL DE SÃO PAULO/GUARULHOS-CENTRAL ELÉTRICA DE EMERGÊNCIA CEE;Diesel TPP;-23.467761;-46.542861;3.47316E-11;0.03616128;0.01808064
VILA RICA;Diesel TPP;-10.020824;-51.115775;3.34654E-11;0.0348429;0.01742145
NOVO PROGRESSO;Diesel TPP;-7.087150;-55.410206;3.30132E-11;0.03437205;0.017186025
CENTRAL GERADORA DE EMERGÊNCIA - CSAC;Diesel TPP;-8.704117;-63.895762;3.30132E-11;0.03437205;0.017186025
BREVES;Diesel TPP;-1.672924;-50.499516;3.14785E-11;0.032774173;0.016387087
LARANJAL DO JARI;Diesel TPP;-0.822257;-52.500278;3.13851E-11;0.03267699;0.016338495
ORIXIMINÁ;Diesel TPP;-1.765886;-55.851664;3.06883E-11;0.031951504;0.015975752
SÃO FRANCISCO DO GUAPORÉ;Diesel TPP;-12.072632;-63.559287;3.04698E-11;0.03172399;0.015861995
APARECIDA PARTE II;Diesel TPP;-3.028549;-59.951998;3.03902E-11;0.03164112;0.01582056
OIAPOQUE;Diesel TPP;3.837141;-51.828868;2.98475E-11;0.0310761;0.01553805
SAPEZAL;Diesel TPP;-13.561296;-58.807770;2.94134E-11;0.030624084;0.015312042
VISTA ALEGRE DO ABUNÃ;Diesel TPP;-8.807949;-63.903659;2.91601E-11;0.030360408;0.015180204
MUNGUBA;Diesel TPP;-1.501644;-52.590907;2.8943E-11;0.0301344;0.0150672
ALTEROSA;Diesel TPP;-19.828745;-44.602319;2.8943E-11;0.0301344;0.0150672
HERMASA;Diesel TPP;-3.141802;-58.434466;2.74597E-11;0.028590012;0.014295006
SÃO JOSÉ DO RIO CLARO;Diesel TPP;-13.448112;-56.735056;2.73512E-11;0.028477008;0.014238504
CALÇADOS AZALÉIA;Diesel TPP;-15.347641;-40.019111;2.71341E-11;0.028251;0.0141255
SANTANA DO ARAGUAIA;Diesel TPP;-9.339164;-50.330631;2.65726E-11;0.027666393;0.013833196
ITAÚSA;Diesel TPP;-23.525113;-46.727822;2.64105E-11;0.02749764;0.01374882
CUJUBIM;Diesel TPP;-9.366478;-62.594616;2.41747E-11;0.025169758;0.012584879
MONTE ALEGRE;Diesel TPP;-1.987823;-54.085127;2.41168E-11;0.025109489;0.012554744
ITAUTINGA;Diesel TPP;-3.117517;-60.040974;2.37333E-11;0.024710208;0.012355104
3M SUMARÉ;Diesel TPP;-22.809053;-47.273350;2.31544E-11;0.02410752;0.01205376
BORBA;Diesel TPP;-4.406794;-59.599754;2.31183E-11;0.024069852;0.012034926
EIRUNEPÉ;Diesel TPP;-6.850469;-70.242271;2.29012E-11;0.023843844;0.011921922
ALVORADA D´OESTE;Diesel TPP;-11.358026;-62.298663;2.28324E-11;0.023772275;0.011886137
LÁBREA;Diesel TPP;-7.266740;-64.782003;2.27926E-11;0.02373084;0.01186542
AUTAZES;Diesel TPP;-3.584836;-59.116852;2.18592E-11;0.022759006;0.011379503
CASTANHO;Diesel TPP;-3.814581;-60.351126;2.17073E-11;0.0226008;0.0113004
SÃO GABRIEL DA CACHOEIRA;Diesel TPP;-0.114796;-67.087488;2.11646E-11;0.02203578;0.01101789
ALCOA PORTO;Diesel TPP;-27.812284;-50.304971;2.04193E-11;0.021259819;0.01062991
MONTE DOURADO;Diesel TPP;-1.527495;-52.585298;1.98079E-11;0.02062323;0.010311615
TIVIT BARRA (ANTIGA OPTIGLOBE RIO);Diesel TPP;-23.041175;-43.554073;1.98057E-11;0.02062097;0.010310485
TIVIT TRANSAMÉRICA (ANTIGA OPTIGLOBE SÃO PAULO);Diesel TPP;-23.651232;-46.721660;1.98057E-11;0.02062097;0.010310485
EDIFÍCIO ROCHAVERÁ;Diesel TPP;-23.568234;-46.669525;1.97898E-11;0.020604396;0.010302198
CARAUARI;Diesel TPP;-4.867313;-66.898690;1.97392E-11;0.020551661;0.01027583
CHUPINGUAIA;Diesel TPP;-12.548982;-60.911644;1.95727E-11;0.020378388;0.010189194
CODAJÁS;Diesel TPP;-3.840531;-62.059850;1.8813E-11;0.01958736;0.00979368
MANICORÉ;Diesel TPP;-5.813654;-61.282751;1.84874E-11;0.019248348;0.009624174
BENJAMIN CONSTANT;Diesel TPP;-4.382773;-70.018284;1.84512E-11;0.01921068;0.00960534
APUÍ;Diesel TPP;-7.205666;-59.881458;1.80894E-11;0.018834;0.009417
COSTA MARQUES;Diesel TPP;-12.441442;-64.223649;1.80387E-11;0.018781265;0.009390632
JBS ANDRADINA;Diesel TPP;-20.904327;-51.390530;1.79447E-11;0.018683328;0.009341664
ALBRÁS;Diesel TPP;-1.517284;-48.615369;1.79447E-11;0.018683328;0.009341664
FRANGO SERTANEJO;Diesel TPP;-20.797257;-49.226139;1.78868E-11;0.018623059;0.00931153
TERMOMECÂNICA SÃO PAULO;Diesel TPP;-23.654819;-46.572277;1.78144E-11;0.018547723;0.009273862
CAIMA;Diesel TPP;-4.255558;-55.998945;1.78E-11;0.018532656;0.009266328
NOVA OLINDA DO NORTE;Diesel TPP;-3.583702;-59.123495;1.77638E-11;0.018494988;0.009247494
FEIJÓ;Diesel TPP;-8.165956;-70.363976;1.76784E-11;0.018406092;0.009203046
AGUDOS AMBEV;Diesel TPP;-22.464784;-48.981483;1.73658E-11;0.01808064;0.00904032
MARFRIG MINEIROS;Diesel TPP;-16.641489;-49.251801;1.73658E-11;0.01808064;0.00904032
ÓBIDOS;Diesel TPP;-1.901346;-55.506479;1.73658E-11;0.01808064;0.00904032
RÁDIO E TELEVISÃO RECORD;Diesel TPP;-23.666155;-46.715713;1.72211E-11;0.017929968;0.008964984
TARAUACÁ;Diesel TPP;-8.160583;-70.768790;1.71777E-11;0.017884766;0.008942383
NOVO ARIPUANÃ;Diesel TPP;-5.125476;-60.384666;1.68955E-11;0.017590956;0.008795478
COMODORO;Diesel TPP;-13.664935;-59.777403;1.68188E-11;0.0175111;0.00875555
AMAPÁ GARDEN SHOPPING;Diesel TPP;0.168033;-51.073171;1.66422E-11;0.01732728;0.00866364
LATASA SANTA CRUZ;Diesel TPP;-23.000730;-43.446956;1.62081E-11;0.016875264;0.008437632
ITAGUASSU AGRO INDUSTRIAL;Diesel TPP;-10.855831;-37.123670;1.6101E-11;0.016763767;0.008381883
SHOPPING CENTER IGUATEMI PORTO ALEGRE;Diesel TPP;-30.189000;-51.118437;1.60634E-11;0.016724592;0.008362296
FBA;Diesel TPP;-23.376182;-47.894920;1.60634E-11;0.016724592;0.008362296
TUBARÃO;Diesel TPP;-3.863279;-32.427055;1.58174E-11;0.01646845;0.008234225
CERVEJARIA PETRÓPOLIS;Diesel TPP;-22.406336;-42.966538;1.5745E-11;0.016393114;0.008196557
ROVEMA-TRIUNFO;Diesel TPP;-8.809639;-63.696598;1.57016E-11;0.016347912;0.008173956
ANORI;Diesel TPP;-3.746233;-61.657769;1.56654E-11;0.016310244;0.008155122
SOURE;Diesel TPP;-0.393838;-48.610756;1.54498E-11;0.016085743;0.008042871
SISTEMA DE GERAÇÃO DO MUNICÍPIO DE FEIJÓ;Diesel TPP;-8.167023;-70.346755;1.54223E-11;0.016057115;0.008028558
CAMPO NOVO;Diesel TPP;-10.575604; -63.611822;1.51734E-11;0.015797959;0.00789898
PORTEL;Diesel TPP;-1.955723;-50.811794;1.51517E-11;0.015775358;0.007887679
ALENQUER;Diesel TPP;-1.943150;-54.743077;1.50106E-11;0.015628453;0.007814227
ALMEIRIM;Diesel TPP;-1.524171;-52.581201;1.4952E-11;0.015567431;0.007783716
NOVO AIRÃO;Diesel TPP;-2.639329;-60.947908;1.47682E-11;0.015376078;0.007688039
SALVATERRA;Diesel TPP;-0.766388;-48.678853;1.4685E-11;0.015289441;0.007644721
NOVO DATA CENTER - BM&FBOVESPA;Diesel TPP;-23.435113;-46.917703;1.4651E-11;0.015254033;0.007627017
SHOPPING PORTO VELHO;Diesel TPP;-8.731605;-63.904002;1.45258E-11;0.015123702;0.007561851
OESP;Diesel TPP;-23.550923;-46.633751;1.44715E-11;0.0150672;0.0075336
CONDOMÍNIO E-TOWER SÃO PAULO;Diesel TPP;-23.596430;-46.690444;1.44715E-11;0.0150672;0.0075336
CONDOMÍNIO SP MARKET CENTER;Diesel TPP;-23.568778;-46.701458;1.44715E-11;0.0150672;0.0075336
CHRIS CINTOS;Diesel TPP;-23.610533;-46.664219;1.44715E-11;0.0150672;0.0075336
AEROPORTO INTERNACIONAL DE VIRACOPOS - CAMPINAS;Diesel TPP;-22.911882;-47.027533;1.39831E-11;0.014558682;0.007279341
3M ITAPETININGA;Diesel TPP;-23.593264;-48.027241;1.38927E-11;0.014464512;0.007232256
TECUMSEH BAIRRO VILA IZABEL;Diesel TPP;-22.031882;-47.879572;1.38927E-11;0.014464512;0.007232256
TECUMSEH BAIRRO JARDIM JOCKEY CLUBE;Diesel TPP;-22.027109;-47.877855;1.38927E-11;0.014464512;0.007232256
JURUENA;Diesel TPP;-10.320624;-58.499873;1.3845E-11;0.014414866;0.007207433
TAPAUÁ;Diesel TPP;-5.631274;-63.184219;1.36756E-11;0.014238504;0.007119252
MERCK;Diesel TPP;-22.926712;-47.112203;1.35671E-11;0.0141255;0.00706275
DORI ALIMENTOS;Diesel TPP;-22.249909;-49.933835;1.35671E-11;0.0141255;0.00706275
BEBIDAS IPIRANGA;Diesel TPP;-21.247160;-47.856830;1.35671E-11;0.0141255;0.00706275
URUCARÁ;Diesel TPP;-2.531539;-57.745604;1.35671E-11;0.0141255;0.00706275
JACI-PARANÁ;Diesel TPP;-8.720915;-63.859885;1.33862E-11;0.01393716;0.00696858
ABATEDOURO SÃO SALVADOR;Diesel TPP;-16.020508;-49.789613;1.33427E-11;0.013891958;0.006945979
CONIEXPRESS;Diesel TPP;-16.409047;-49.216906;1.33427E-11;0.013891958;0.006945979
TERRA SANTA;Diesel TPP;-2.103531;-56.482575;1.32009E-11;0.0137443;0.00687215
QUERÊNCIA DO NORTE;Diesel TPP;-12.578725;-52.211317;1.31184E-11;0.013658417;0.006829208
BUETTNER;Diesel TPP;-27.100470;-48.905775;1.30244E-11;0.01356048;0.00678024
CENTRO ALTERNATIVO CAMPINAS;Diesel TPP;-22.928892;-47.142102;1.30244E-11;0.01356048;0.00678024
SHOPPING NOVA AMÉRICA;Diesel TPP;-22.936877;-43.195644;1.30244E-11;0.01356048;0.00678024
CIF MINERAÇÃO;Diesel TPP;-21.768340;-42.536335;1.30244E-11;0.01356048;0.00678024
NOVA BANDEIRANTES;Diesel TPP;-9.897107;-57.776753;1.30135E-11;0.01354918;0.00677459
CEDASA;Diesel TPP;-22.460028;-47.521093;1.2905E-11;0.013436176;0.006718088
FONTE BOA;Diesel TPP;-2.521763;-66.095794;1.28435E-11;0.01337214;0.00668607
UNIPAC;Diesel TPP;-22.067831;-50.177355;1.26626E-11;0.0131838;0.0065919
MANTECORP IQF;Diesel TPP;-22.906204;-43.705135;1.23334E-11;0.012841021;0.006420511
HYPERMARCAS;Diesel TPP;-22.853064;-43.291775;1.23334E-11;0.012841021;0.006420511
MUANÁ;Diesel TPP;-1.531357;-49.221777;1.23297E-11;0.012837254;0.006418627
VALE DO ANARI;Diesel TPP;-9.861545;-62.171376;1.22429E-11;0.012746851;0.006373426
SHOPPING PARQUE DAS BANDEIRAS;Diesel TPP;-22.960649;-47.080225;1.2138E-11;0.012637614;0.006318807
ENVIRA;Diesel TPP;-7.437394;-70.028593;1.20367E-11;0.012532144;0.006266072
EDITORA O DIA;Diesel TPP;-22.958375;-43.192211;1.1939E-11;0.01243044;0.00621522
BARREIRINHA;Diesel TPP;-2.773831;-57.036443;1.17219E-11;0.012204432;0.006102216
MARFRIG ALEGRETE;Diesel TPP;-29.795184;-55.782715;1.15772E-11;0.01205376;0.00602688
MARFRIG BAGÉ;Diesel TPP;-31.315991;-54.091793;1.15772E-11;0.01205376;0.00602688
SENADO FEDERAL;Diesel TPP;-15.720544;-48.153000;1.15772E-11;0.01205376;0.00602688
TAD;Diesel TPP;-13.832807;-56.090274;1.15772E-11;0.01205376;0.00602688
RIO PRETO DA EVA;Diesel TPP;-2.706233;-59.692852;1.15772E-11;0.01205376;0.00602688
ITAMINAS;Diesel TPP;-20.034147;-44.133854;1.15772E-11;0.01205376;0.00602688
JUTAÍ;Diesel TPP;-2.745104;-66.767077;1.15664E-11;0.01204246;0.00602123
ABUNÃ;Diesel TPP;-8.795005;-63.816069;1.15049E-11;0.011978424;0.005989212
APIACÁS;Diesel TPP;-9.569182;-57.393008;1.13891E-11;0.011857886;0.005928943
BERURI;Diesel TPP;-3.902587;-61.367842;1.1201E-11;0.011662013;0.005831006
MANAQUIRI;Diesel TPP;-3.437212;-60.453805;1.11431E-11;0.011601744;0.005800872
ITAPIRANGA;Diesel TPP;-2.743313;-58.028349;1.11177E-11;0.011575376;0.005787688
PASTIFÍCIO SANTA AMÁLIA;Diesel TPP;-21.678983;-45.920358;1.10924E-11;0.011549009;0.005774504
BASF GUARATINGUETÁ;Diesel TPP;-22.791766;-45.198331;1.10345E-11;0.01148874;0.00574437
NORTH SHOPPING JÓQUEI;Diesel TPP;-3.715721;-38.592939;1.08536E-11;0.0113004;0.0056502
MENU;Diesel TPP;-21.264631;-50.637280;1.08536E-11;0.0113004;0.0056502
TORRE E;Diesel TPP;-23.576554;-46.625080;1.08536E-11;0.0113004;0.0056502
SÃO PAULO DE OLIVENÇA;Diesel TPP;-3.468233;-68.953504;1.08175E-11;0.011262732;0.005631366
SHOPPING CENTER IGUATEMI BELÉM;Diesel TPP;-1.333303;-48.463786;1.07089E-11;0.011149728;0.005574864
ETERNIT;Diesel TPP;-25.293366;-49.232211;1.07089E-11;0.011149728;0.005574864
PAUINI;Diesel TPP;-7.713920;-66.992006;1.06221E-11;0.011059325;0.005529662
PLASTSEVEN;Diesel TPP;-22.162829;-42.420787;1.05353E-11;0.010968922;0.005484461
SÃO SEBASTIÃO DA BOA VISTA;Diesel TPP;-1.719577;-49.530417;1.05353E-11;0.010968922;0.005484461
MINERAÇÃO ESPERANÇA;Diesel TPP;-20.154173;-44.200883;1.04195E-11;0.010848384;0.005424192
AFUÁ;Diesel TPP;-0.164198;-50.394948;1.03934E-11;0.010821263;0.005410632
SOCIEDADE DE EDUCAÇÃO TIRADENTES;Diesel TPP;-10.887326;-37.075915;1.01301E-11;0.01054704;0.00527352
GOIÂNIA SHOPPING;Diesel TPP;-16.640173;-49.309479;1.01301E-11;0.01054704;0.00527352
NHAMUNDÁ;Diesel TPP;-2.194577;-56.710883;1.01301E-11;0.01054704;0.00527352
LUBRASIL;Diesel TPP;-22.658411;-47.681570;1.01301E-11;0.01054704;0.00527352
RENOSA;Diesel TPP;-15.605338;-56.156238;9.98535E-12;0.010396368;0.005198184
EXTRA CARAGUATATUBA;Diesel TPP;-23.622874;-45.437570;9.84063E-12;0.010245696;0.005122848
GRAND HYATT SÃO PAULO;Diesel TPP;-23.616192;-46.697323;9.84063E-12;0.010245696;0.005122848
BERGAMINI;Diesel TPP;-23.511560;-46.599268;9.84063E-12;0.010245696;0.005122848
AEROPORTO INTERNACIONAL SALGADO FILHO;Diesel TPP;-30.207990;-51.104704;9.78275E-12;0.010185427;0.005092714
UARINI;Diesel TPP;-2.979154;-65.159533;9.78275E-12;0.010185427;0.005092714
CANATIBA TUPIS;Diesel TPP;-22.727795;-47.418894;9.76828E-12;0.01017036;0.00508518
NOVA MARINGÁ;Diesel TPP;-13.034835;-57.050010;9.70677E-12;0.010106324;0.005053162
IPIXUNA;Diesel TPP;-7.047382;-71.686624;9.6525E-12;0.010049822;0.005024911
PONTA DE PEDRAS;Diesel TPP;-1.401442;-48.868259;9.62067E-12;0.010016675;0.005008337
TISHMAN SPYER;Diesel TPP;-23.489810;-46.841152;9.58738E-12;0.00998202;0.00499101
SILVES;Diesel TPP;-2.874255;-58.435197;9.48608E-12;0.00987655;0.004938275
PRAINHA;Diesel TPP;-1.802940;-53.480621;9.43833E-12;0.009826828;0.004913414
CURRALINHO;Diesel TPP;-1.808028;-49.790465;9.41228E-12;0.009799707;0.004899853
RORAINÓPOLIS;Diesel TPP;0.929133;-60.433308;9.40649E-12;0.00979368;0.00489684
GURUPÁ;Diesel TPP;-1.409937;-51.642252;9.3515E-12;0.009736425;0.004868212
PORTO DE MOZ;Diesel TPP;-1.754706;-52.233917;9.28348E-12;0.009665609;0.004832804
FARO;Diesel TPP;-2.172097;-56.740936;9.28203E-12;0.009664102;0.004832051
CONDOMÍNIO DO CASTANHEIRA SHOPPING CENTER;Diesel TPP;-1.326131;-48.371493;9.26177E-12;0.009643008;0.004821504
GRAFITE PEDRA AZUL;Diesel TPP;-16.005924;-41.265089;9.21836E-12;0.009597806;0.004798903
ESDEVA;Diesel TPP;-21.664142;-43.409815;9.2075E-12;0.009586506;0.004793253
RÁDIO E TELEVISÃO BANDEIRANTE;Diesel TPP;-23.596038;-46.708743;9.2075E-12;0.009586506;0.004793253
NOVA CALIFÓRNIA;Diesel TPP;-8.771306;-63.803065;9.15324E-12;0.009530004;0.004765002
NOVA MONTE VERDE;Diesel TPP;-9.903297;-57.739602;9.05194E-12;0.009424534;0.004712267
CAREIRO DA VÁRZEA;Diesel TPP;-3.193157;-59.820110;9.0447E-12;0.009417;0.0047085
SHOPPING GUARARAPES;Diesel TPP;-8.156778;-34.963101;9.0447E-12;0.009417;0.0047085
CINDACTA IV;Diesel TPP;-3.036777;-60.035768;9.0447E-12;0.009417;0.0047085
PROCEDA;Diesel TPP;-23.622364;-46.669128;9.02299E-12;0.009394399;0.0046972
BARCELOS;Diesel TPP;-0.977890;-62.924233;8.89998E-12;0.009266328;0.004633164
CERÂMICA URUSSANGA;Diesel TPP;-28.511715;-49.321554;8.85657E-12;0.009221126;0.004610563
AEROPORTO INTERNACIONAL DE BRASÍLIA;Diesel TPP;-15.780022;-48.087082;8.75527E-12;0.009115656;0.004557828
PACARAIMA;Diesel TPP;4.477857;-61.135122;8.71186E-12;0.009070454;0.004535227
PORTO ALEGRE DO NORTE;Diesel TPP;-10.880433;-51.631500;8.70607E-12;0.009064428;0.004532214
SERGIFIL INDÚSTRIA TÊXTIL;Diesel TPP;-10.891877;-37.069907;8.68291E-12;0.00904032;0.00452016
ARAGUAIA SHOPPING;Diesel TPP;-16.609908;-49.287506;8.68291E-12;0.00904032;0.00452016
APARECIDA PARTE III;Diesel TPP;-2.997007;-60.059114;8.68291E-12;0.00904032;0.00452016
URUCURITUBA (TABOCAL);Diesel TPP;-2.674538;-57.663477;8.57438E-12;0.008927316;0.004463658
AEROPORTO INTERNACIONAL DO RECIFE;Diesel TPP;-8.029112;-34.927682;8.56714E-12;0.008919782;0.004459891
RIBEIRÃO CASCALHEIRA;Diesel TPP;-12.943109;-51.835839;8.48031E-12;0.008829379;0.00441469
NOVO REMANSO;Diesel TPP;-3.127241;-58.421454;8.32112E-12;0.00866364;0.00433182
TAPURAH;Diesel TPP;-12.543966;-56.469762;8.25456E-12;0.008594331;0.004297165
AEROPORTO INTERNACIONAL DE CONGONHAS - SÃO PAULO;Diesel TPP;-23.627541;-46.656546;8.22344E-12;0.008561936;0.004280968
SHOPPING PARK DOS LAGOS;Diesel TPP;-22.891574;-42.027713;8.10405E-12;0.008437632;0.004218816
DOCE MINEIRO;Diesel TPP;-18.717425;-49.208937;8.10405E-12;0.008437632;0.004218816
HOSPITAL SÃO LUIZ;Diesel TPP;-23.640408;-46.539924;8.10405E-12;0.008437632;0.004218816
ITAMARATI;Diesel TPP;-6.431983;-68.243140;7.99551E-12;0.008324628;0.004162314
FORTLEV SUL;Diesel TPP;-26.371032;-48.719494;7.95934E-12;0.00828696;0.00414348
AEROPORTO INTERNACIONAL TANCREDO NEVES;Diesel TPP;-19.651130;-43.961741;7.95934E-12;0.00828696;0.00414348
GEDORE;Diesel TPP;-29.744071;-51.154120;7.95934E-12;0.00828696;0.00414348
AJ RORATO;Diesel TPP;-23.926752;-52.502307;7.92316E-12;0.008249292;0.004124646
SÃO SEBASTIÃO DO UATUMÃ;Diesel TPP;-1.974621;-58.915137;7.90145E-12;0.008226691;0.004113346
SANTO ANTÔNIO DO IÇÁ;Diesel TPP;-3.108103;-67.954546;7.89421E-12;0.008219158;0.004109579
COMBUSTOL;Diesel TPP;-23.489971;-46.754845;7.86889E-12;0.00819279;0.004096395
OEIRAS DO PARÁ;Diesel TPP;-2.007466;-49.861040;7.84356E-12;0.008166422;0.004083211
SONDA - SÃO BERNARDO;Diesel TPP;-23.674315;-46.560604;7.81462E-12;0.008136288;0.004068144
CANUTAMA;Diesel TPP;-7.501469;-63.822270;7.52519E-12;0.007834944;0.003917472
TOTVS;Diesel TPP;-23.572935;-46.585535;7.52519E-12;0.007834944;0.003917472
TONANTINS;Diesel TPP;-2.795679;-67.652313;7.48901E-12;0.007797276;0.003898638
BOA VISTA DO RAMOS;Diesel TPP;-2.973811;-57.579969;7.46007E-12;0.007767142;0.003883571
ADRIA;Diesel TPP;-21.269711;-48.310999;7.38048E-12;0.007684272;0.003842136
SOCIEDADE HOSPITALAR SAMARITANO;Diesel TPP;-23.539039;-46.661402;7.37469E-12;0.007678245;0.003839123
SHOPPING PARK EUROPEU;Diesel TPP;-26.975036;-49.091438;7.35153E-12;0.007654138;0.003827069
TRANSTECHNOLOGY;Diesel TPP;-23.679090;-46.624999;7.35153E-12;0.007654138;0.003827069
SHOPPING PARAUAPEBAS;Diesel TPP;-6.071226;-49.898588;7.35153E-12;0.007654138;0.003827069
DHB COMPONENTES AUTOMOTIVOS (UNIDADE 2);Diesel TPP;-30.153382;-51.163755;7.35153E-12;0.007654138;0.003827069
INDUSTRIAL CERÂMICOS;Diesel TPP;-22.357001;-47.506296;7.35153E-12;0.007654138;0.003827069
MVC COMPONENTES PLÁSTICOS;Diesel TPP;-25.515157;-49.145193;7.35153E-12;0.007654138;0.003827069
ALTERO DESIGN;Diesel TPP;-29.630709;-50.991177;7.35153E-12;0.007654138;0.003827069
CASTELO BRANCO OFFICE PARK;Diesel TPP;-23.495477;-46.943462;7.32621E-12;0.00762777;0.003813885
AEROPORTO INTERNACIONAL DE SALVADOR;Diesel TPP;-12.912192;-38.331891;7.31897E-12;0.007620236;0.003810118
BLUE TREE PARK ANGRA DOS REIS;Diesel TPP;-22.998215;-44.309441;7.23576E-12;0.0075336;0.0037668
CABO DE SANTO AGOSTINHO;Diesel TPP;-8.286659;-35.022783;7.23576E-12;0.0075336;0.0037668
SÍNCROTRON;Diesel TPP;-22.936838;-47.058042;7.23576E-12;0.0075336;0.0037668
CIA DE ALIMENTOS IBITURUNA;Diesel TPP;-18.836201;-41.909986;7.23576E-12;0.0075336;0.0037668
BYK;Diesel TPP;-20.892988;-49.594357;7.23576E-12;0.0075336;0.0037668
INDÚSTRIA DE FELTROS SANTA FÉ;Diesel TPP;-23.532591;-46.198742;7.23576E-12;0.0075336;0.0037668
SANTA FÉ;Diesel TPP;-23.542192;-46.172649;7.23576E-12;0.0075336;0.0037668
HUDTELFA I;Diesel TPP;-22.788809;-47.298138;7.23576E-12;0.0075336;0.0037668
TECELAGEM DE FITAS SANTA JÚLIA;Diesel TPP;-22.774249;-47.258313;7.23576E-12;0.0075336;0.0037668
CONDOMÍNIO DO EDIFÍCIO BARÃO DE MAUÁ II;Diesel TPP;-22.987456;-43.360439;7.23576E-12;0.0075336;0.0037668
CONDOMÍNIO EDIFÍCIOS NEW YORK E LOS ANGELES;Diesel TPP;-23.533753;-46.563626;7.23576E-12;0.0075336;0.0037668
VIDEPLAST;Diesel TPP;-27.009918;-51.144471;7.23576E-12;0.0075336;0.0037668
ASSIS BRASIL;Diesel TPP;-10.938410;-69.572972;7.23287E-12;0.007530587;0.003765293
JURUÁ;Diesel TPP;-3.477284;-66.061638;7.22852E-12;0.007526066;0.003763033
GAÚCHA DO NORTE;Diesel TPP;-13.196199;-53.255058;7.12722E-12;0.007420596;0.003710298
MARAÃ;Diesel TPP;-1.853893;-65.579779;7.11999E-12;0.007413062;0.003706531
ASSOCIAÇÃO PRÓ-ENSINO NOVO HANBURGO;Diesel TPP;-29.669996;-51.119998;7.03316E-12;0.007322659;0.00366133
LIMOEIRO;Diesel TPP;-1.888202;-66.995374;6.98251E-12;0.007269924;0.003634962
FIBRASA NORDESTE;Diesel TPP;-7.911566;-34.890608;6.94633E-12;0.007232256;0.003616128
GRANJA BRASÍLIA;Diesel TPP;-19.959967;-44.198186;6.94633E-12;0.007232256;0.003616128
SANSUY;Diesel TPP;-12.715164;-38.325344;6.94633E-12;0.007232256;0.003616128
CRISTALINA ALIMENTOS;Diesel TPP;-16.777212;-47.606300;6.94633E-12;0.007232256;0.003616128
HOSPITAL BARRA D´OR;Diesel TPP;-22.985559;-43.274608;6.94633E-12;0.007232256;0.003616128
CONDOMÍNIO SHOPPING CENTER LAPA;Diesel TPP;-12.986505;-38.465255;6.94633E-12;0.007232256;0.003616128
BERGAMAIS;Diesel TPP;-23.533595;-46.599268;6.94633E-12;0.007232256;0.003616128
MORUMBI CORPORATE ADMINISTRAÇÃO;Diesel TPP;-23.592443;-46.615747;6.87397E-12;0.00715692;0.00357846
SANTA IZABEL DO RIO NEGRO;Diesel TPP;-0.272464;-65.475361;6.74373E-12;0.007021315;0.003510658
