Name;Sector;Lat;Long;SOx-low(Gg/year);SOx-high(Gg/year);SOx-mean(Gg/year)
CAMPO NOVO;Diesel TPP;-10.575604; -63.611822;0.057680921;0.180758045;0.119219483
PORTEL;Diesel TPP;-1.955723;-50.811794;0.057598402;0.18049945;0.119048926
ALENQUER;Diesel TPP;-1.943150;-54.743077;0.057062027;0.178818581;0.117940304
ALMEIRIM;Diesel TPP;-1.524171;-52.581201;0.056839225;0.178120374;0.117479799
NOVO AIRÃO;Diesel TPP;-2.639329;-60.947908;0.056140562;0.175930934;0.116035748
SALVATERRA;Diesel TPP;-0.766388;-48.678853;0.055824239;0.174939653;0.115381946
NOVO DATA CENTER - BM&FBOVESPA;Diesel TPP;-23.435113;-46.917703;0.055694959;0.17453452;0.11511474
SHOPPING PORTO VELHO;Diesel TPP;-8.731605;-63.904002;0.055219098;0.173043288;0.114131193
OESP;Diesel TPP;-23.550923;-46.633751;0.0550128;0.1723968;0.1137048
CONDOMÍNIO E-TOWER SÃO PAULO;Diesel TPP;-23.596430;-46.690444;0.0550128;0.1723968;0.1137048
CONDOMÍNIO SP MARKET CENTER;Diesel TPP;-23.568778;-46.701458;0.0550128;0.1723968;0.1137048
CHRIS CINTOS;Diesel TPP;-23.610533;-46.664219;0.0550128;0.1723968;0.1137048
AEROPORTO INTERNACIONAL DE VIRACOPOS - CAMPINAS;Diesel TPP;-22.911882;-47.027533;0.053156118;0.166578408;0.109867263
3M ITAPETININGA;Diesel TPP;-23.593264;-48.027241;0.052812288;0.165500928;0.109156608
TECUMSEH BAIRRO VILA IZABEL;Diesel TPP;-22.031882;-47.879572;0.052812288;0.165500928;0.109156608
TECUMSEH BAIRRO JARDIM JOCKEY CLUBE;Diesel TPP;-22.027109;-47.877855;0.052812288;0.165500928;0.109156608
JURUENA;Diesel TPP;-10.320624;-58.499873;0.052631021;0.164932881;0.108781951
TAPAUÁ;Diesel TPP;-5.631274;-63.184219;0.051987096;0.162914976;0.107451036
MERCK;Diesel TPP;-22.926712;-47.112203;0.0515745;0.161622;0.10659825
DORI ALIMENTOS;Diesel TPP;-22.249909;-49.933835;0.0515745;0.161622;0.10659825
BEBIDAS IPIRANGA;Diesel TPP;-21.247160;-47.856830;0.0515745;0.161622;0.10659825
URUCARÁ;Diesel TPP;-2.531539;-57.745604;0.0515745;0.161622;0.10659825
JACI-PARANÁ;Diesel TPP;-8.720915;-63.859885;0.05088684;0.15946704;0.10517694
ABATEDOURO SÃO SALVADOR;Diesel TPP;-16.020508;-49.789613;0.050721802;0.15894985;0.104835826
CONIEXPRESS;Diesel TPP;-16.409047;-49.216906;0.050721802;0.15894985;0.104835826
TERRA SANTA;Diesel TPP;-2.103531;-56.482575;0.050182676;0.157260361;0.103721519
QUERÊNCIA DO NORTE;Diesel TPP;-12.578725;-52.211317;0.049869103;0.156277699;0.103073401
BUETTNER;Diesel TPP;-27.100470;-48.905775;0.04951152;0.15515712;0.10233432
CENTRO ALTERNATIVO CAMPINAS;Diesel TPP;-22.928892;-47.142102;0.04951152;0.15515712;0.10233432
SHOPPING NOVA AMÉRICA;Diesel TPP;-22.936877;-43.195644;0.04951152;0.15515712;0.10233432
CIF MINERAÇÃO;Diesel TPP;-21.768340;-42.536335;0.04951152;0.15515712;0.10233432
NOVA BANDEIRANTES;Diesel TPP;-9.897107;-57.776753;0.04947026;0.155027822;0.102249041
CEDASA;Diesel TPP;-22.460028;-47.521093;0.049057664;0.153734846;0.101396255
FONTE BOA;Diesel TPP;-2.521763;-66.095794;0.04882386;0.15300216;0.10091301
UNIPAC;Diesel TPP;-22.067831;-50.177355;0.0481362;0.1508472;0.0994917
MANTECORP IQF;Diesel TPP;-22.906204;-43.705135;0.046884659;0.146925173;0.096904916
HYPERMARCAS;Diesel TPP;-22.853064;-43.291775;0.046884659;0.146925173;0.096904916
MUANÁ;Diesel TPP;-1.531357;-49.221777;0.046870906;0.146882074;0.09687649
VALE DO ANARI;Diesel TPP;-9.861545;-62.171376;0.046540829;0.145847693;0.096194261
SHOPPING PARQUE DAS BANDEIRAS;Diesel TPP;-22.960649;-47.080225;0.046141986;0.144597816;0.095369901
ENVIRA;Diesel TPP;-7.437394;-70.028593;0.045756896;0.143391038;0.094573967
EDITORA O DIA;Diesel TPP;-22.958375;-43.192211;0.04538556;0.14222736;0.09380646
BARREIRINHA;Diesel TPP;-2.773831;-57.036443;0.044560368;0.139641408;0.092100888
MARFRIG ALEGRETE;Diesel TPP;-29.795184;-55.782715;0.04401024;0.13791744;0.09096384
MARFRIG BAGÉ;Diesel TPP;-31.315991;-54.091793;0.04401024;0.13791744;0.09096384
SENADO FEDERAL;Diesel TPP;-15.720544;-48.153000;0.04401024;0.13791744;0.09096384
TAD;Diesel TPP;-13.832807;-56.090274;0.04401024;0.13791744;0.09096384
RIO PRETO DA EVA;Diesel TPP;-2.706233;-59.692852;0.04401024;0.13791744;0.09096384
ITAMINAS;Diesel TPP;-20.034147;-44.133854;0.04401024;0.13791744;0.09096384
JUTAÍ;Diesel TPP;-2.745104;-66.767077;0.04396898;0.137788142;0.090878561
ABUNÃ;Diesel TPP;-8.795005;-63.816069;0.043735176;0.137055456;0.090395316
APIACÁS;Diesel TPP;-9.569182;-57.393008;0.043295074;0.135676282;0.089485678
BERURI;Diesel TPP;-3.902587;-61.367842;0.042579907;0.133435123;0.088007515
MANAQUIRI;Diesel TPP;-3.437212;-60.453805;0.042359856;0.132745536;0.087552696
ITAPIRANGA;Diesel TPP;-2.743313;-58.028349;0.042263584;0.132443842;0.087353713
PASTIFÍCIO SANTA AMÁLIA;Diesel TPP;-21.678983;-45.920358;0.042167311;0.132142147;0.087154729
BASF GUARATINGUETÁ;Diesel TPP;-22.791766;-45.198331;0.04194726;0.13145256;0.08669991
NORTH SHOPPING JÓQUEI;Diesel TPP;-3.715721;-38.592939;0.0412596;0.1292976;0.0852786
MENU;Diesel TPP;-21.264631;-50.637280;0.0412596;0.1292976;0.0852786
TORRE E;Diesel TPP;-23.576554;-46.625080;0.0412596;0.1292976;0.0852786
SÃO PAULO DE OLIVENÇA;Diesel TPP;-3.468233;-68.953504;0.041122068;0.128866608;0.084994338
SHOPPING CENTER IGUATEMI BELÉM;Diesel TPP;-1.333303;-48.463786;0.040709472;0.127573632;0.084141552
ETERNIT;Diesel TPP;-25.293366;-49.232211;0.040709472;0.127573632;0.084141552
PAUINI;Diesel TPP;-7.713920;-66.992006;0.040379395;0.126539251;0.083459323
PLASTSEVEN;Diesel TPP;-22.162829;-42.420787;0.040049318;0.12550487;0.082777094
SÃO SEBASTIÃO DA BOA VISTA;Diesel TPP;-1.719577;-49.530417;0.040049318;0.12550487;0.082777094
MINERAÇÃO ESPERANÇA;Diesel TPP;-20.154173;-44.200883;0.039609216;0.124125696;0.081867456
AFUÁ;Diesel TPP;-0.164198;-50.394948;0.039510193;0.123815382;0.081662787
SOCIEDADE DE EDUCAÇÃO TIRADENTES;Diesel TPP;-10.887326;-37.075915;0.03850896;0.12067776;0.07959336
GOIÂNIA SHOPPING;Diesel TPP;-16.640173;-49.309479;0.03850896;0.12067776;0.07959336
NHAMUNDÁ;Diesel TPP;-2.194577;-56.710883;0.03850896;0.12067776;0.07959336
LUBRASIL;Diesel TPP;-22.658411;-47.681570;0.03850896;0.12067776;0.07959336
RENOSA;Diesel TPP;-15.605338;-56.156238;0.037958832;0.118953792;0.078456312
EXTRA CARAGUATATUBA;Diesel TPP;-23.622874;-45.437570;0.037408704;0.117229824;0.077319264
GRAND HYATT SÃO PAULO;Diesel TPP;-23.616192;-46.697323;0.037408704;0.117229824;0.077319264
BERGAMINI;Diesel TPP;-23.511560;-46.599268;0.037408704;0.117229824;0.077319264
AEROPORTO INTERNACIONAL SALGADO FILHO;Diesel TPP;-30.207990;-51.104704;0.037188653;0.116540237;0.076864445
UARINI;Diesel TPP;-2.979154;-65.159533;0.037188653;0.116540237;0.076864445
CANATIBA TUPIS;Diesel TPP;-22.727795;-47.418894;0.03713364;0.11636784;0.07675074
NOVA MARINGÁ;Diesel TPP;-13.034835;-57.050010;0.036899836;0.115635154;0.076267495
IPIXUNA;Diesel TPP;-7.047382;-71.686624;0.036693538;0.114988666;0.075841102
PONTA DE PEDRAS;Diesel TPP;-1.401442;-48.868259;0.036572509;0.114609393;0.075590951
TISHMAN SPYER;Diesel TPP;-23.489810;-46.841152;0.03644598;0.11421288;0.07532943
SILVES;Diesel TPP;-2.874255;-58.435197;0.03606089;0.113006102;0.074533496
PRAINHA;Diesel TPP;-1.802940;-53.480621;0.035879348;0.112437193;0.074158271
CURRALINHO;Diesel TPP;-1.808028;-49.790465;0.035780325;0.112126879;0.073953602
RORAINÓPOLIS;Diesel TPP;0.929133;-60.433308;0.03575832;0.11205792;0.07390812
GURUPÁ;Diesel TPP;-1.409937;-51.642252;0.035549271;0.111402812;0.073476042
PORTO DE MOZ;Diesel TPP;-1.754706;-52.233917;0.035290711;0.110592547;0.072941629
FARO;Diesel TPP;-2.172097;-56.740936;0.03528521;0.110575308;0.072930259
CONDOMÍNIO DO CASTANHEIRA SHOPPING CENTER;Diesel TPP;-1.326131;-48.371493;0.035208192;0.110333952;0.072771072
GRAFITE PEDRA AZUL;Diesel TPP;-16.005924;-41.265089;0.035043154;0.109816762;0.072429958
ESDEVA;Diesel TPP;-21.664142;-43.409815;0.035001894;0.109687464;0.072344679
RÁDIO E TELEVISÃO BANDEIRANTE;Diesel TPP;-23.596038;-46.708743;0.035001894;0.109687464;0.072344679
NOVA CALIFÓRNIA;Diesel TPP;-8.771306;-63.803065;0.034795596;0.109040976;0.071918286
NOVA MONTE VERDE;Diesel TPP;-9.903297;-57.739602;0.034410506;0.107834198;0.071122352
CAREIRO DA VÁRZEA;Diesel TPP;-3.193157;-59.820110;0.034383;0.107748;0.0710655
SHOPPING GUARARAPES;Diesel TPP;-8.156778;-34.963101;0.034383;0.107748;0.0710655
CINDACTA IV;Diesel TPP;-3.036777;-60.035768;0.034383;0.107748;0.0710655
PROCEDA;Diesel TPP;-23.622364;-46.669128;0.034300481;0.107489405;0.070894943
BARCELOS;Diesel TPP;-0.977890;-62.924233;0.033832872;0.106024032;0.069928452
CERÂMICA URUSSANGA;Diesel TPP;-28.511715;-49.321554;0.033667834;0.105506842;0.069587338
AEROPORTO INTERNACIONAL DE BRASÍLIA;Diesel TPP;-15.780022;-48.087082;0.033282744;0.104300064;0.068791404
PACARAIMA;Diesel TPP;4.477857;-61.135122;0.033117706;0.103782874;0.06845029
PORTO ALEGRE DO NORTE;Diesel TPP;-10.880433;-51.631500;0.0330957;0.103713915;0.068404808
SERGIFIL INDÚSTRIA TÊXTIL;Diesel TPP;-10.891877;-37.069907;0.03300768;0.10343808;0.06822288
ARAGUAIA SHOPPING;Diesel TPP;-16.609908;-49.287506;0.03300768;0.10343808;0.06822288
APARECIDA PARTE III;Diesel TPP;-2.997007;-60.059114;0.03300768;0.10343808;0.06822288
URUCURITUBA (TABOCAL);Diesel TPP;-2.674538;-57.663477;0.032595084;0.102145104;0.067370094
AEROPORTO INTERNACIONAL DO RECIFE;Diesel TPP;-8.029112;-34.927682;0.032567578;0.102058906;0.067313242
RIBEIRÃO CASCALHEIRA;Diesel TPP;-12.943109;-51.835839;0.032237501;0.101024525;0.066631013
NOVO REMANSO;Diesel TPP;-3.127241;-58.421454;0.03163236;0.09912816;0.06538026
TAPURAH;Diesel TPP;-12.543966;-56.469762;0.031379301;0.098335135;0.064857218
AEROPORTO INTERNACIONAL DE CONGONHAS - SÃO PAULO;Diesel TPP;-23.627541;-46.656546;0.031261024;0.097964482;0.064612753
SHOPPING PARK DOS LAGOS;Diesel TPP;-22.891574;-42.027713;0.030807168;0.096542208;0.063674688
DOCE MINEIRO;Diesel TPP;-18.717425;-49.208937;0.030807168;0.096542208;0.063674688
HOSPITAL SÃO LUIZ;Diesel TPP;-23.640408;-46.539924;0.030807168;0.096542208;0.063674688
ITAMARATI;Diesel TPP;-6.431983;-68.243140;0.030394572;0.095249232;0.062821902
FORTLEV SUL;Diesel TPP;-26.371032;-48.719494;0.03025704;0.09481824;0.06253764
AEROPORTO INTERNACIONAL TANCREDO NEVES;Diesel TPP;-19.651130;-43.961741;0.03025704;0.09481824;0.06253764
GEDORE;Diesel TPP;-29.744071;-51.154120;0.03025704;0.09481824;0.06253764
AJ RORATO;Diesel TPP;-23.926752;-52.502307;0.030119508;0.094387248;0.062253378
SÃO SEBASTIÃO DO UATUMÃ;Diesel TPP;-1.974621;-58.915137;0.030036989;0.094128653;0.062082821
SANTO ANTÔNIO DO IÇÁ;Diesel TPP;-3.108103;-67.954546;0.030009482;0.094042454;0.062025968
COMBUSTOL;Diesel TPP;-23.489971;-46.754845;0.02991321;0.09374076;0.061826985
OEIRAS DO PARÁ;Diesel TPP;-2.007466;-49.861040;0.029816938;0.093439066;0.061628002
SONDA - SÃO BERNARDO;Diesel TPP;-23.674315;-46.560604;0.029706912;0.093094272;0.061400592
CANUTAMA;Diesel TPP;-7.501469;-63.822270;0.028606656;0.089646336;0.059126496
TOTVS;Diesel TPP;-23.572935;-46.585535;0.028606656;0.089646336;0.059126496
TONANTINS;Diesel TPP;-2.795679;-67.652313;0.028469124;0.089215344;0.058842234
BOA VISTA DO RAMOS;Diesel TPP;-2.973811;-57.579969;0.028359098;0.08887055;0.058614824
ADRIA;Diesel TPP;-21.269711;-48.310999;0.028056528;0.087922368;0.057989448
SOCIEDADE HOSPITALAR SAMARITANO;Diesel TPP;-23.539039;-46.661402;0.028034523;0.087853409;0.057943966
SHOPPING PARK EUROPEU;Diesel TPP;-26.975036;-49.091438;0.027946502;0.087577574;0.057762038
TRANSTECHNOLOGY;Diesel TPP;-23.679090;-46.624999;0.027946502;0.087577574;0.057762038
SHOPPING PARAUAPEBAS;Diesel TPP;-6.071226;-49.898588;0.027946502;0.087577574;0.057762038
DHB COMPONENTES AUTOMOTIVOS (UNIDADE 2);Diesel TPP;-30.153382;-51.163755;0.027946502;0.087577574;0.057762038
INDUSTRIAL CERÂMICOS;Diesel TPP;-22.357001;-47.506296;0.027946502;0.087577574;0.057762038
MVC COMPONENTES PLÁSTICOS;Diesel TPP;-25.515157;-49.145193;0.027946502;0.087577574;0.057762038
ALTERO DESIGN;Diesel TPP;-29.630709;-50.991177;0.027946502;0.087577574;0.057762038
CASTELO BRANCO OFFICE PARK;Diesel TPP;-23.495477;-46.943462;0.02785023;0.08727588;0.057563055
AEROPORTO INTERNACIONAL DE SALVADOR;Diesel TPP;-12.912192;-38.331891;0.027822724;0.087189682;0.057506203
BLUE TREE PARK ANGRA DOS REIS;Diesel TPP;-22.998215;-44.309441;0.0275064;0.0861984;0.0568524
CABO DE SANTO AGOSTINHO;Diesel TPP;-8.286659;-35.022783;0.0275064;0.0861984;0.0568524
SÍNCROTRON;Diesel TPP;-22.936838;-47.058042;0.0275064;0.0861984;0.0568524
CIA DE ALIMENTOS IBITURUNA;Diesel TPP;-18.836201;-41.909986;0.0275064;0.0861984;0.0568524
BYK;Diesel TPP;-20.892988;-49.594357;0.0275064;0.0861984;0.0568524
INDÚSTRIA DE FELTROS SANTA FÉ;Diesel TPP;-23.532591;-46.198742;0.0275064;0.0861984;0.0568524
SANTA FÉ;Diesel TPP;-23.542192;-46.172649;0.0275064;0.0861984;0.0568524
HUDTELFA I;Diesel TPP;-22.788809;-47.298138;0.0275064;0.0861984;0.0568524
TECELAGEM DE FITAS SANTA JÚLIA;Diesel TPP;-22.774249;-47.258313;0.0275064;0.0861984;0.0568524
CONDOMÍNIO DO EDIFÍCIO BARÃO DE MAUÁ II;Diesel TPP;-22.987456;-43.360439;0.0275064;0.0861984;0.0568524
CONDOMÍNIO EDIFÍCIOS NEW YORK E LOS ANGELES;Diesel TPP;-23.533753;-46.563626;0.0275064;0.0861984;0.0568524
VIDEPLAST;Diesel TPP;-27.009918;-51.144471;0.0275064;0.0861984;0.0568524
ASSIS BRASIL;Diesel TPP;-10.938410;-69.572972;0.027495397;0.086163921;0.056829659
JURUÁ;Diesel TPP;-3.477284;-66.061638;0.027478894;0.086112202;0.056795548
GAÚCHA DO NORTE;Diesel TPP;-13.196199;-53.255058;0.027093804;0.084905424;0.055999614
MARAÃ;Diesel TPP;-1.853893;-65.579779;0.027066298;0.084819226;0.055942762
ASSOCIAÇÃO PRÓ-ENSINO NOVO HANBURGO;Diesel TPP;-29.669996;-51.119998;0.026736221;0.083784845;0.055260533
LIMOEIRO;Diesel TPP;-1.888202;-66.995374;0.026543676;0.083181456;0.054862566
FIBRASA NORDESTE;Diesel TPP;-7.911566;-34.890608;0.026406144;0.082750464;0.054578304
GRANJA BRASÍLIA;Diesel TPP;-19.959967;-44.198186;0.026406144;0.082750464;0.054578304
SANSUY;Diesel TPP;-12.715164;-38.325344;0.026406144;0.082750464;0.054578304
CRISTALINA ALIMENTOS;Diesel TPP;-16.777212;-47.606300;0.026406144;0.082750464;0.054578304
HOSPITAL BARRA D´OR;Diesel TPP;-22.985559;-43.274608;0.026406144;0.082750464;0.054578304
CONDOMÍNIO SHOPPING CENTER LAPA;Diesel TPP;-12.986505;-38.465255;0.026406144;0.082750464;0.054578304
BERGAMAIS;Diesel TPP;-23.533595;-46.599268;0.026406144;0.082750464;0.054578304
MORUMBI CORPORATE ADMINISTRAÇÃO;Diesel TPP;-23.592443;-46.615747;0.02613108;0.08188848;0.05400978
SANTA IZABEL DO RIO NEGRO;Diesel TPP;-0.272464;-65.475361;0.025635965;0.080336909;0.052986437
MERCOCÍTRICO;Diesel TPP;-21.477928;-47.356286;0.02544342;0.07973352;0.05258847
SANSUY;Diesel TPP;-23.646709;-46.848321;0.02509959;0.07865604;0.051877815
NUTRIBEM;Diesel TPP;-21.019246;-49.498074;0.025030824;0.078440544;0.051735684
MARFRIG;Diesel TPP;-30.348569;-54.309344;0.025030824;0.078440544;0.051735684
TORRE D;Diesel TPP;-23.530290;-46.704388;0.025030824;0.078440544;0.051735684
ROYAL PALM PLAZA;Diesel TPP;-22.886625;-47.093529;0.02475576;0.07757856;0.05116716
CONDOMÍNIO CIVIL PANTANAL SHOPPING;Diesel TPP;-15.581522;-56.081432;0.02475576;0.07757856;0.05116716
PSJ;Diesel TPP;-23.270239;-45.956530;0.02475576;0.07757856;0.05116716
SONDA - SANTO AMARO;Diesel TPP;-23.654843;-46.700499;0.02475576;0.07757856;0.05116716
BANCO SANTANDER BRASIL;Diesel TPP;-23.534067;-46.654263;0.02475576;0.07757856;0.05116716
SHOPPING PRAIA DA COSTA;Diesel TPP;-20.343580;-40.289363;0.02475576;0.07757856;0.05116716
CAAPIRANGA;Diesel TPP;-3.327627;-61.212246;0.024563215;0.076975171;0.050769193
PLASDIL - PLÁSTICOS DIVINÓPOLIS;Diesel TPP;-20.614738;-42.145016;0.02437067;0.076371782;0.050371226
SHOPPING BOA VISTA;Diesel TPP;-8.059027;-34.892663;0.0240681;0.0754236;0.04974585
ALVARÃES;Diesel TPP;-3.211967;-64.805540;0.02376553;0.074475418;0.049120474
CACHOEIRA DO ARARI;Diesel TPP;-0.990830;-48.895388;0.02376553;0.074475418;0.049120474
MANOEL URBANO;Diesel TPP;-8.831575;-69.264516;0.023237407;0.072820408;0.048028908
REFRIGERANTES DO TRIÂNGULO;Diesel TPP;-18.882770;-48.196365;0.023146636;0.072535954;0.047841295
INDÚSTRIA DE CAL CRUZEIRO;Diesel TPP;-20.451532;-45.554619;0.023105376;0.072406656;0.047756016
SUPERMERCADO MUNDIAL;Diesel TPP;-22.879636;-43.474422;0.023105376;0.072406656;0.047756016
JURITI;Diesel TPP;-2.172659;-56.091834;0.023039361;0.07219978;0.04761957
HOSPITAL DE BASE;Diesel TPP;-20.852912;-49.355233;0.022912831;0.071803267;0.047358049
CURUÁ;Diesel TPP;-1.888886;-55.124777;0.022742292;0.071268837;0.047005564
YOKI ALIMENTOS;Diesel TPP;-22.236527;-45.929189;0.02269278;0.07111368;0.04690323
ASPEBRAS BAHIA;Diesel TPP;-12.801785;-38.390779;0.022555248;0.070682688;0.046618968
ROVEMA BANDEIRANTES;Diesel TPP;-8.748232;-63.818171;0.022445222;0.070337894;0.046391558
COMPONENT;Diesel TPP;-23.683018;-46.621224;0.022280184;0.069820704;0.046050444
REICHHOLD DO BRASIL;Diesel TPP;-23.538100;-46.177456;0.022280184;0.069820704;0.046050444
FUNFARME;Diesel TPP;-20.757915;-49.412911;0.022128899;0.069346613;0.045737756
KAISER - ARARAQUARA;Diesel TPP;-21.778026;-48.171860;0.02200512;0.06895872;0.04548192
MARFRIG CAPÃO;Diesel TPP;-31.835819;-52.571276;0.02200512;0.06895872;0.04548192
MARFRIG PARANAÍBA;Diesel TPP;-19.664312;-51.187585;0.02200512;0.06895872;0.04548192
CEASA-PE;Diesel TPP;-8.054948;-34.975747;0.02200512;0.06895872;0.04548192
COPA DOR;Diesel TPP;-22.942568;-43.376232;0.02200512;0.06895872;0.04548192
MARFRIG RIO VERDE;Diesel TPP;-17.776789;-50.911854;0.02200512;0.06895872;0.04548192
LATICÍNIO SCALA;Diesel TPP;-19.866439;-47.457835;0.02200512;0.06895872;0.04548192
JARAGUÁ;Diesel TPP;-18.889267;-48.184005;0.02200512;0.06895872;0.04548192
RONDOLÂNDIA;Diesel TPP;-10.846427;-61.458766;0.021977614;0.068872522;0.045425068
MARECHAL THAUMATURGO;Diesel TPP;-8.938069;-72.784890;0.021721804;0.068070876;0.04489634
ANAMÃ;Diesel TPP;-3.571428;-61.401310;0.021537511;0.067493347;0.044515429
FRIGOBET;Diesel TPP;-19.953674;-44.213121;0.021454992;0.067234752;0.044344872
SINTERAMA;Diesel TPP;-21.430631;-45.971563;0.020959877;0.065683181;0.043321529
ASSEMBLEIA PARAENSE;Diesel TPP;-1.413617;-48.392375;0.020959877;0.065683181;0.043321529
ZANOTTI PACATUBA;Diesel TPP;-3.891267;-38.609957;0.020959877;0.065683181;0.043321529
ATALAIA DO NORTE;Diesel TPP;-4.367257;-70.189269;0.020904864;0.065510784;0.043207824
DISTRIBUIDORA AMARAL;Diesel TPP;-20.137482;-44.865072;0.0206298;0.0646488;0.0426393
CORFIO;Diesel TPP;-26.788281;-51.000738;0.020354736;0.063786816;0.042070776
BIMBO DO BRASIL;Diesel TPP;-23.561606;-46.592401;0.020354736;0.063786816;0.042070776
ETERNIT SIMÕES FILHO;Diesel TPP;-12.795591;-38.399362;0.020354736;0.063786816;0.042070776
ADRIANA AGRÍCOLA;Diesel TPP;-16.944746;-53.536722;0.020079672;0.062924832;0.041502252
GERALDISCOS;Diesel TPP;-23.592287;-46.641385;0.020024659;0.062752435;0.041388547
USINA ALA MEGA;Diesel TPP;-23.532494;-46.700955;0.020024659;0.062752435;0.041388547
ALA POLO;Diesel TPP;-23.582847;-46.686878;0.020024659;0.062752435;0.041388547
TILIBRA;Diesel TPP;-22.303263;-49.074230;0.01994214;0.06249384;0.04121799
MORUMBI SHOPPING;Diesel TPP;-23.522074;-46.623659;0.01994214;0.06249384;0.04121799
SE04;Diesel TPP;-23.531234;-46.682415;0.01994214;0.06249384;0.04121799
MORUMBI CORPORATE TORRE ALTA;Diesel TPP;-23.591185;-46.599954;0.01994214;0.06249384;0.04121799
MORUMBI CORPORATE TORRE BAIXA;Diesel TPP;-23.549333;-46.584848;0.01994214;0.06249384;0.04121799
GUARIBA;Diesel TPP;-9.131372;-60.389363;0.019914634;0.062407642;0.041161138
FIBRASA;Diesel TPP;-7.905615;-34.896273;0.019804608;0.062062848;0.040933728
CORY;Diesel TPP;-21.366706;-46.942078;0.019804608;0.062062848;0.040933728
COOPERSUL;Diesel TPP;-31.762667;-52.486035;0.019804608;0.062062848;0.040933728
ITAPICURU;Diesel TPP;-4.465218;-43.887157;0.019804608;0.062062848;0.040933728
NESTLÉ;Diesel TPP;-22.473422;-47.460322;0.019804608;0.062062848;0.040933728
SEDE 1;Diesel TPP;-23.611174;-46.909449;0.019804608;0.062062848;0.040933728
MARABÁ GUSA SIDERÚRGICA;Diesel TPP;-5.369499;-49.133968;0.019804608;0.062062848;0.040933728
SÃO CARLOS;Diesel TPP;-8.787932;-63.893016;0.019804608;0.062062848;0.040933728
EXTRA SÃO JOSÉ DOS CAMPOS;Diesel TPP;-23.199920;-45.809454;0.019804608;0.062062848;0.040933728
SUPERCENTER GRANJA VIANA;Diesel TPP;-23.595394;-46.900125;0.019804608;0.062062848;0.040933728
KAPPESBERG;Diesel TPP;-29.476235;-51.418246;0.019804608;0.062062848;0.040933728
JACAREACANGA;Diesel TPP;-6.224844;-57.765036;0.019488284;0.061071566;0.040279925
EXTRA ARACAJU;Diesel TPP;-10.940589;-37.067332;0.019364506;0.060683674;0.04002409
SUPERCENTER TIJUCA;Diesel TPP;-22.981767;-43.227230;0.019364506;0.060683674;0.04002409
PACARANA;Diesel TPP;-11.492049;-60.997724;0.019034429;0.059649293;0.039341861
AMBEV - JOÃO PESSOA;Diesel TPP;-26.499603;-49.130280;0.01856682;0.05818392;0.03837537
MOTOROLA SP;Diesel TPP;-22.692595;-46.994837;0.018456794;0.057839126;0.03814796
CONDOMÍNIO CANOAS SHOPPING CENTER;Diesel TPP;-29.924546;-51.192334;0.018346769;0.057494333;0.037920551
GRANJA VIANA;Diesel TPP;-23.611906;-46.918070;0.018154224;0.056890944;0.037522584
BCP;Diesel TPP;-23.609746;-46.662539;0.018016692;0.056459952;0.037238322
EDIFÍCIO ODEBRECHT;Diesel TPP;-23.568530;-46.673769;0.01787916;0.05602896;0.03695406
BASÍLICA NOSSA SENHORA DA CONCEIÇÃO APARECIDA;Diesel TPP;-22.843809;-45.235071;0.017824147;0.055856563;0.036840355
SERGIPE INDUSTRIAL FILIAL;Diesel TPP;-10.910925;-37.100806;0.017824147;0.055856563;0.036840355
CALÇOENE;Diesel TPP;2.487348;-50.971732;0.017824147;0.055856563;0.036840355
INJECT CAMPO BOM;Diesel TPP;-29.676904;-51.037040;0.017824147;0.055856563;0.036840355
FUGA COUROS;Diesel TPP;-28.454245;-52.197437;0.017824147;0.055856563;0.036840355
SARGEL;Diesel TPP;-21.470643;-47.024127;0.017824147;0.055856563;0.036840355
GRUPO GERADORES MOORE;Diesel TPP;-23.545942;-46.790236;0.017824147;0.055856563;0.036840355
CROMEX - BA;Diesel TPP;-12.776674;-38.409490;0.017824147;0.055856563;0.036840355
HOTEL HILTON MORUMBI;Diesel TPP;-23.610303;-46.696883;0.017604096;0.055166976;0.036385536
GREIF;Diesel TPP;-23.668872;-46.714573;0.017604096;0.055166976;0.036385536
ALCON LABORATÓRIOS DO BRASIL;Diesel TPP;-23.540677;-46.601048;0.017397798;0.054520488;0.035959143
SHOPPING CENTER GRANDE RIO;Diesel TPP;-22.781403;-43.382255;0.0171915;0.053874;0.03553275
EMATEX;Diesel TPP;-19.758150;-44.076220;0.01715024;0.053744702;0.035447471
COMPLEM;Diesel TPP;-17.723121;-49.106984;0.017136487;0.053701603;0.035419045
AMATURÁ;Diesel TPP;-3.366057;-68.199309;0.017026462;0.05335681;0.035191636
PEIXOTO GONÇALVES;Diesel TPP;-10.324425;-36.582218;0.016916436;0.053012016;0.034964226
HIPER BOMPREÇO ROTULA;Diesel TPP;-12.950037;-38.442424;0.016916436;0.053012016;0.034964226
BAGRE;Diesel TPP;-1.905640;-50.197114;0.01680641;0.052667222;0.034736816
NORMÂNDIA;Diesel TPP;3.914835;-59.606802;0.016778904;0.052581024;0.034679964
GEOLAB;Diesel TPP;-16.358879;-48.962675;0.01650384;0.05171904;0.03411144
BRASILGRÁFICA;Diesel TPP;-23.500515;-46.931789;0.01650384;0.05171904;0.03411144
OCEANO;Diesel TPP;-23.362893;-46.869749;0.01650384;0.05171904;0.03411144
SABE ALIMENTOS;Diesel TPP;-10.426650;-36.955894;0.01650384;0.05171904;0.03411144
