Name;Sector;Lat;Long;CO-low(Gg/year);CO-high(Gg/year);CO-mean(Gg/year)
CHRIS CINTOS;Diesel TPP;-23.610533;-46.664219;0.0462528;0.117384;0.0818184
AEROPORTO INTERNACIONAL DE VIRACOPOS - CAMPINAS;Diesel TPP;-22.911882;-47.027533;0.044691768;0.11342229;0.079057029
3M ITAPETININGA;Diesel TPP;-23.593264;-48.027241;0.044402688;0.11268864;0.078545664
TECUMSEH BAIRRO VILA IZABEL;Diesel TPP;-22.031882;-47.879572;0.044402688;0.11268864;0.078545664
TECUMSEH BAIRRO JARDIM JOCKEY CLUBE;Diesel TPP;-22.027109;-47.877855;0.044402688;0.11268864;0.078545664
JURUENA;Diesel TPP;-10.320624;-58.499873;0.044250285;0.11230186;0.078276072
TAPAUÁ;Diesel TPP;-5.631274;-63.184219;0.043708896;0.11092788;0.077318388
MERCK;Diesel TPP;-22.926712;-47.112203;0.043362;0.1100475;0.07670475
DORI ALIMENTOS;Diesel TPP;-22.249909;-49.933835;0.043362;0.1100475;0.07670475
BEBIDAS IPIRANGA;Diesel TPP;-21.247160;-47.856830;0.043362;0.1100475;0.07670475
URUCARÁ;Diesel TPP;-2.531539;-57.745604;0.043362;0.1100475;0.07670475
JACI-PARANÁ;Diesel TPP;-8.720915;-63.859885;0.04278384;0.1085802;0.07568202
ABATEDOURO SÃO SALVADOR;Diesel TPP;-16.020508;-49.789613;0.042645082;0.108228048;0.075436565
CONIEXPRESS;Diesel TPP;-16.409047;-49.216906;0.042645082;0.108228048;0.075436565
TERRA SANTA;Diesel TPP;-2.103531;-56.482575;0.042191804;0.107077685;0.074634744
QUERÊNCIA DO NORTE;Diesel TPP;-12.578725;-52.211317;0.041928163;0.106408596;0.07416838
BUETTNER;Diesel TPP;-27.100470;-48.905775;0.04162752;0.1056456;0.07363656
CENTRO ALTERNATIVO CAMPINAS;Diesel TPP;-22.928892;-47.142102;0.04162752;0.1056456;0.07363656
SHOPPING NOVA AMÉRICA;Diesel TPP;-22.936877;-43.195644;0.04162752;0.1056456;0.07363656
CIF MINERAÇÃO;Diesel TPP;-21.768340;-42.536335;0.04162752;0.1056456;0.07363656
NOVA BANDEIRANTES;Diesel TPP;-9.897107;-57.776753;0.04159283;0.105557562;0.073575196
CEDASA;Diesel TPP;-22.460028;-47.521093;0.041245934;0.104677182;0.072961558
FONTE BOA;Diesel TPP;-2.521763;-66.095794;0.04104936;0.1041783;0.07261383
UNIPAC;Diesel TPP;-22.067831;-50.177355;0.0404712;0.102711;0.0715911
MANTECORP IQF;Diesel TPP;-22.906204;-43.705135;0.039418949;0.100040514;0.069729731
HYPERMARCAS;Diesel TPP;-22.853064;-43.291775;0.039418949;0.100040514;0.069729731
MUANÁ;Diesel TPP;-1.531357;-49.221777;0.039407386;0.100011168;0.069709277
VALE DO ANARI;Diesel TPP;-9.861545;-62.171376;0.039129869;0.099306864;0.069218366
SHOPPING PARQUE DAS BANDEIRAS;Diesel TPP;-22.960649;-47.080225;0.038794536;0.09845583;0.068625183
ENVIRA;Diesel TPP;-7.437394;-70.028593;0.038470766;0.097634142;0.068052454
EDITORA O DIA;Diesel TPP;-22.958375;-43.192211;0.03815856;0.0968418;0.06750018
BARREIRINHA;Diesel TPP;-2.773831;-57.036443;0.037464768;0.09508104;0.066272904
MARFRIG ALEGRETE;Diesel TPP;-29.795184;-55.782715;0.03700224;0.0939072;0.06545472
MARFRIG BAGÉ;Diesel TPP;-31.315991;-54.091793;0.03700224;0.0939072;0.06545472
SENADO FEDERAL;Diesel TPP;-15.720544;-48.153000;0.03700224;0.0939072;0.06545472
TAD;Diesel TPP;-13.832807;-56.090274;0.03700224;0.0939072;0.06545472
RIO PRETO DA EVA;Diesel TPP;-2.706233;-59.692852;0.03700224;0.0939072;0.06545472
ITAMINAS;Diesel TPP;-20.034147;-44.133854;0.03700224;0.0939072;0.06545472
JUTAÍ;Diesel TPP;-2.745104;-66.767077;0.03696755;0.093819162;0.065393356
ABUNÃ;Diesel TPP;-8.795005;-63.816069;0.036770976;0.09332028;0.065045628
APIACÁS;Diesel TPP;-9.569182;-57.393008;0.036400954;0.092381208;0.064391081
BERURI;Diesel TPP;-3.902587;-61.367842;0.035799667;0.090855216;0.063327442
MANAQUIRI;Diesel TPP;-3.437212;-60.453805;0.035614656;0.09038568;0.063000168
ITAPIRANGA;Diesel TPP;-2.743313;-58.028349;0.035533714;0.090180258;0.062856986
PASTIFÍCIO SANTA AMÁLIA;Diesel TPP;-21.678983;-45.920358;0.035452771;0.089974836;0.062713804
BASF GUARATINGUETÁ;Diesel TPP;-22.791766;-45.198331;0.03526776;0.0895053;0.06238653
NORTH SHOPPING JÓQUEI;Diesel TPP;-3.715721;-38.592939;0.0346896;0.088038;0.0613638
MENU;Diesel TPP;-21.264631;-50.637280;0.0346896;0.088038;0.0613638
TORRE E;Diesel TPP;-23.576554;-46.625080;0.0346896;0.088038;0.0613638
SÃO PAULO DE OLIVENÇA;Diesel TPP;-3.468233;-68.953504;0.034573968;0.08774454;0.061159254
SHOPPING CENTER IGUATEMI BELÉM;Diesel TPP;-1.333303;-48.463786;0.034227072;0.08686416;0.060545616
ETERNIT;Diesel TPP;-25.293366;-49.232211;0.034227072;0.08686416;0.060545616
PAUINI;Diesel TPP;-7.713920;-66.992006;0.033949555;0.086159856;0.060054706
PLASTSEVEN;Diesel TPP;-22.162829;-42.420787;0.033672038;0.085455552;0.059563795
SÃO SEBASTIÃO DA BOA VISTA;Diesel TPP;-1.719577;-49.530417;0.033672038;0.085455552;0.059563795
MINERAÇÃO ESPERANÇA;Diesel TPP;-20.154173;-44.200883;0.033302016;0.08451648;0.058909248
AFUÁ;Diesel TPP;-0.164198;-50.394948;0.033218761;0.084305189;0.058761975
SOCIEDADE DE EDUCAÇÃO TIRADENTES;Diesel TPP;-10.887326;-37.075915;0.03237696;0.0821688;0.05727288
GOIÂNIA SHOPPING;Diesel TPP;-16.640173;-49.309479;0.03237696;0.0821688;0.05727288
NHAMUNDÁ;Diesel TPP;-2.194577;-56.710883;0.03237696;0.0821688;0.05727288
LUBRASIL;Diesel TPP;-22.658411;-47.681570;0.03237696;0.0821688;0.05727288
RENOSA;Diesel TPP;-15.605338;-56.156238;0.031914432;0.08099496;0.056454696
EXTRA CARAGUATATUBA;Diesel TPP;-23.622874;-45.437570;0.031451904;0.07982112;0.055636512
GRAND HYATT SÃO PAULO;Diesel TPP;-23.616192;-46.697323;0.031451904;0.07982112;0.055636512
BERGAMINI;Diesel TPP;-23.511560;-46.599268;0.031451904;0.07982112;0.055636512
AEROPORTO INTERNACIONAL SALGADO FILHO;Diesel TPP;-30.207990;-51.104704;0.031266893;0.079351584;0.055309238
UARINI;Diesel TPP;-2.979154;-65.159533;0.031266893;0.079351584;0.055309238
CANATIBA TUPIS;Diesel TPP;-22.727795;-47.418894;0.03122064;0.0792342;0.05522742
NOVA MARINGÁ;Diesel TPP;-13.034835;-57.050010;0.031024066;0.078735318;0.054879692
IPIXUNA;Diesel TPP;-7.047382;-71.686624;0.030850618;0.078295128;0.054572873
PONTA DE PEDRAS;Diesel TPP;-1.401442;-48.868259;0.030748861;0.078036883;0.054392872
TISHMAN SPYER;Diesel TPP;-23.489810;-46.841152;0.03064248;0.0777669;0.05420469
SILVES;Diesel TPP;-2.874255;-58.435197;0.03031871;0.076945212;0.053631961
PRAINHA;Diesel TPP;-1.802940;-53.480621;0.030166076;0.076557845;0.05336196
CURRALINHO;Diesel TPP;-1.808028;-49.790465;0.030082821;0.076346554;0.053214687
RORAINÓPOLIS;Diesel TPP;0.929133;-60.433308;0.03006432;0.0762996;0.05318196
GURUPÁ;Diesel TPP;-1.409937;-51.642252;0.029888559;0.075853541;0.05287105
PORTO DE MOZ;Diesel TPP;-1.754706;-52.233917;0.029671171;0.075301836;0.052486504
FARO;Diesel TPP;-2.172097;-56.740936;0.029666546;0.075290098;0.052478322
CONDOMÍNIO DO CASTANHEIRA SHOPPING CENTER;Diesel TPP;-1.326131;-48.371493;0.029601792;0.07512576;0.052363776
GRAFITE PEDRA AZUL;Diesel TPP;-16.005924;-41.265089;0.029463034;0.074773608;0.052118321
ESDEVA;Diesel TPP;-21.664142;-43.409815;0.029428344;0.07468557;0.052056957
RÁDIO E TELEVISÃO BANDEIRANTE;Diesel TPP;-23.596038;-46.708743;0.029428344;0.07468557;0.052056957
NOVA CALIFÓRNIA;Diesel TPP;-8.771306;-63.803065;0.029254896;0.07424538;0.051750138
NOVA MONTE VERDE;Diesel TPP;-9.903297;-57.739602;0.028931126;0.073423692;0.051177409
CAREIRO DA VÁRZEA;Diesel TPP;-3.193157;-59.820110;0.028908;0.073365;0.0511365
SHOPPING GUARARAPES;Diesel TPP;-8.156778;-34.963101;0.028908;0.073365;0.0511365
CINDACTA IV;Diesel TPP;-3.036777;-60.035768;0.028908;0.073365;0.0511365
PROCEDA;Diesel TPP;-23.622364;-46.669128;0.028838621;0.073188924;0.051013772
BARCELOS;Diesel TPP;-0.977890;-62.924233;0.028445472;0.07219116;0.050318316
CERÂMICA URUSSANGA;Diesel TPP;-28.511715;-49.321554;0.028306714;0.071839008;0.050072861
AEROPORTO INTERNACIONAL DE BRASÍLIA;Diesel TPP;-15.780022;-48.087082;0.027982944;0.07101732;0.049500132
PACARAIMA;Diesel TPP;4.477857;-61.135122;0.027844186;0.070665168;0.049254677
PORTO ALEGRE DO NORTE;Diesel TPP;-10.880433;-51.631500;0.027825684;0.070618214;0.049221949
SERGIFIL INDÚSTRIA TÊXTIL;Diesel TPP;-10.891877;-37.069907;0.02775168;0.0704304;0.04909104
ARAGUAIA SHOPPING;Diesel TPP;-16.609908;-49.287506;0.02775168;0.0704304;0.04909104
APARECIDA PARTE III;Diesel TPP;-2.997007;-60.059114;0.02775168;0.0704304;0.04909104
URUCURITUBA (TABOCAL);Diesel TPP;-2.674538;-57.663477;0.027404784;0.06955002;0.048477402
AEROPORTO INTERNACIONAL DO RECIFE;Diesel TPP;-8.029112;-34.927682;0.027381658;0.069491328;0.048436493
RIBEIRÃO CASCALHEIRA;Diesel TPP;-12.943109;-51.835839;0.027104141;0.068787024;0.047945582
NOVO REMANSO;Diesel TPP;-3.127241;-58.421454;0.02659536;0.0674958;0.04704558
TAPURAH;Diesel TPP;-12.543966;-56.469762;0.026382597;0.066955834;0.046669215
AEROPORTO INTERNACIONAL DE CONGONHAS - SÃO PAULO;Diesel TPP;-23.627541;-46.656546;0.026283154;0.066703458;0.046493306
SHOPPING PARK DOS LAGOS;Diesel TPP;-22.891574;-42.027713;0.025901568;0.06573504;0.045818304
DOCE MINEIRO;Diesel TPP;-18.717425;-49.208937;0.025901568;0.06573504;0.045818304
HOSPITAL SÃO LUIZ;Diesel TPP;-23.640408;-46.539924;0.025901568;0.06573504;0.045818304
ITAMARATI;Diesel TPP;-6.431983;-68.243140;0.025554672;0.06485466;0.045204666
FORTLEV SUL;Diesel TPP;-26.371032;-48.719494;0.02543904;0.0645612;0.04500012
AEROPORTO INTERNACIONAL TANCREDO NEVES;Diesel TPP;-19.651130;-43.961741;0.02543904;0.0645612;0.04500012
GEDORE;Diesel TPP;-29.744071;-51.154120;0.02543904;0.0645612;0.04500012
AJ RORATO;Diesel TPP;-23.926752;-52.502307;0.025323408;0.06426774;0.044795574
SÃO SEBASTIÃO DO UATUMÃ;Diesel TPP;-1.974621;-58.915137;0.025254029;0.064091664;0.044672846
SANTO ANTÔNIO DO IÇÁ;Diesel TPP;-3.108103;-67.954546;0.025230902;0.064032972;0.044631937
COMBUSTOL;Diesel TPP;-23.489971;-46.754845;0.02514996;0.06382755;0.044488755
OEIRAS DO PARÁ;Diesel TPP;-2.007466;-49.861040;0.025069018;0.063622128;0.044345573
SONDA - SÃO BERNARDO;Diesel TPP;-23.674315;-46.560604;0.024976512;0.06338736;0.044181936
CANUTAMA;Diesel TPP;-7.501469;-63.822270;0.024051456;0.06103968;0.042545568
TOTVS;Diesel TPP;-23.572935;-46.585535;0.024051456;0.06103968;0.042545568
TONANTINS;Diesel TPP;-2.795679;-67.652313;0.023935824;0.06074622;0.042341022
BOA VISTA DO RAMOS;Diesel TPP;-2.973811;-57.579969;0.023843318;0.060511452;0.042177385
ADRIA;Diesel TPP;-21.269711;-48.310999;0.023588928;0.05986584;0.041727384
SOCIEDADE HOSPITALAR SAMARITANO;Diesel TPP;-23.539039;-46.661402;0.023570427;0.059818886;0.041694657
SHOPPING PARK EUROPEU;Diesel TPP;-26.975036;-49.091438;0.023496422;0.059631072;0.041563747
TRANSTECHNOLOGY;Diesel TPP;-23.679090;-46.624999;0.023496422;0.059631072;0.041563747
SHOPPING PARAUAPEBAS;Diesel TPP;-6.071226;-49.898588;0.023496422;0.059631072;0.041563747
DHB COMPONENTES AUTOMOTIVOS (UNIDADE 2);Diesel TPP;-30.153382;-51.163755;0.023496422;0.059631072;0.041563747
INDUSTRIAL CERÂMICOS;Diesel TPP;-22.357001;-47.506296;0.023496422;0.059631072;0.041563747
MVC COMPONENTES PLÁSTICOS;Diesel TPP;-25.515157;-49.145193;0.023496422;0.059631072;0.041563747
ALTERO DESIGN;Diesel TPP;-29.630709;-50.991177;0.023496422;0.059631072;0.041563747
CASTELO BRANCO OFFICE PARK;Diesel TPP;-23.495477;-46.943462;0.02341548;0.05942565;0.041420565
AEROPORTO INTERNACIONAL DE SALVADOR;Diesel TPP;-12.912192;-38.331891;0.023392354;0.059366958;0.041379656
BLUE TREE PARK ANGRA DOS REIS;Diesel TPP;-22.998215;-44.309441;0.0231264;0.058692;0.0409092
CABO DE SANTO AGOSTINHO;Diesel TPP;-8.286659;-35.022783;0.0231264;0.058692;0.0409092
SÍNCROTRON;Diesel TPP;-22.936838;-47.058042;0.0231264;0.058692;0.0409092
CIA DE ALIMENTOS IBITURUNA;Diesel TPP;-18.836201;-41.909986;0.0231264;0.058692;0.0409092
BYK;Diesel TPP;-20.892988;-49.594357;0.0231264;0.058692;0.0409092
INDÚSTRIA DE FELTROS SANTA FÉ;Diesel TPP;-23.532591;-46.198742;0.0231264;0.058692;0.0409092
SANTA FÉ;Diesel TPP;-23.542192;-46.172649;0.0231264;0.058692;0.0409092
HUDTELFA I;Diesel TPP;-22.788809;-47.298138;0.0231264;0.058692;0.0409092
TECELAGEM DE FITAS SANTA JÚLIA;Diesel TPP;-22.774249;-47.258313;0.0231264;0.058692;0.0409092
CONDOMÍNIO DO EDIFÍCIO BARÃO DE MAUÁ II;Diesel TPP;-22.987456;-43.360439;0.0231264;0.058692;0.0409092
CONDOMÍNIO EDIFÍCIOS NEW YORK E LOS ANGELES;Diesel TPP;-23.533753;-46.563626;0.0231264;0.058692;0.0409092
VIDEPLAST;Diesel TPP;-27.009918;-51.144471;0.0231264;0.058692;0.0409092
ASSIS BRASIL;Diesel TPP;-10.938410;-69.572972;0.023117149;0.058668523;0.040892836
JURUÁ;Diesel TPP;-3.477284;-66.061638;0.023103274;0.058633308;0.040868291
GAÚCHA DO NORTE;Diesel TPP;-13.196199;-53.255058;0.022779504;0.05781162;0.040295562
MARAÃ;Diesel TPP;-1.853893;-65.579779;0.022756378;0.057752928;0.040254653
ASSOCIAÇÃO PRÓ-ENSINO NOVO HANBURGO;Diesel TPP;-29.669996;-51.119998;0.022478861;0.057048624;0.039763742
LIMOEIRO;Diesel TPP;-1.888202;-66.995374;0.022316976;0.05663778;0.039477378
FIBRASA NORDESTE;Diesel TPP;-7.911566;-34.890608;0.022201344;0.05634432;0.039272832
GRANJA BRASÍLIA;Diesel TPP;-19.959967;-44.198186;0.022201344;0.05634432;0.039272832
SANSUY;Diesel TPP;-12.715164;-38.325344;0.022201344;0.05634432;0.039272832
CRISTALINA ALIMENTOS;Diesel TPP;-16.777212;-47.606300;0.022201344;0.05634432;0.039272832
HOSPITAL BARRA D´OR;Diesel TPP;-22.985559;-43.274608;0.022201344;0.05634432;0.039272832
CONDOMÍNIO SHOPPING CENTER LAPA;Diesel TPP;-12.986505;-38.465255;0.022201344;0.05634432;0.039272832
BERGAMAIS;Diesel TPP;-23.533595;-46.599268;0.022201344;0.05634432;0.039272832
MORUMBI CORPORATE ADMINISTRAÇÃO;Diesel TPP;-23.592443;-46.615747;0.02197008;0.0557574;0.03886374
SANTA IZABEL DO RIO NEGRO;Diesel TPP;-0.272464;-65.475361;0.021553805;0.054700944;0.038127374
MERCOCÍTRICO;Diesel TPP;-21.477928;-47.356286;0.02139192;0.0542901;0.03784101
SANSUY;Diesel TPP;-23.646709;-46.848321;0.02110284;0.05355645;0.037329645
NUTRIBEM;Diesel TPP;-21.019246;-49.498074;0.021045024;0.05340972;0.037227372
MARFRIG;Diesel TPP;-30.348569;-54.309344;0.021045024;0.05340972;0.037227372
TORRE D;Diesel TPP;-23.530290;-46.704388;0.021045024;0.05340972;0.037227372
ROYAL PALM PLAZA;Diesel TPP;-22.886625;-47.093529;0.02081376;0.0528228;0.03681828
CONDOMÍNIO CIVIL PANTANAL SHOPPING;Diesel TPP;-15.581522;-56.081432;0.02081376;0.0528228;0.03681828
PSJ;Diesel TPP;-23.270239;-45.956530;0.02081376;0.0528228;0.03681828
SONDA - SANTO AMARO;Diesel TPP;-23.654843;-46.700499;0.02081376;0.0528228;0.03681828
BANCO SANTANDER BRASIL;Diesel TPP;-23.534067;-46.654263;0.02081376;0.0528228;0.03681828
SHOPPING PRAIA DA COSTA;Diesel TPP;-20.343580;-40.289363;0.02081376;0.0528228;0.03681828
CAAPIRANGA;Diesel TPP;-3.327627;-61.212246;0.020651875;0.052411956;0.036531916
PLASDIL - PLÁSTICOS DIVINÓPOLIS;Diesel TPP;-20.614738;-42.145016;0.02048999;0.052001112;0.036245551
SHOPPING BOA VISTA;Diesel TPP;-8.059027;-34.892663;0.0202356;0.0513555;0.03579555
ALVARÃES;Diesel TPP;-3.211967;-64.805540;0.01998121;0.050709888;0.035345549
CACHOEIRA DO ARARI;Diesel TPP;-0.990830;-48.895388;0.01998121;0.050709888;0.035345549
MANOEL URBANO;Diesel TPP;-8.831575;-69.264516;0.019537183;0.049583002;0.034560092
REFRIGERANTES DO TRIÂNGULO;Diesel TPP;-18.882770;-48.196365;0.019460866;0.049389318;0.034425092
INDÚSTRIA DE CAL CRUZEIRO;Diesel TPP;-20.451532;-45.554619;0.019426176;0.04930128;0.034363728
SUPERMERCADO MUNDIAL;Diesel TPP;-22.879636;-43.474422;0.019426176;0.04930128;0.034363728
JURITI;Diesel TPP;-2.172659;-56.091834;0.019370673;0.049160419;0.034265546
HOSPITAL DE BASE;Diesel TPP;-20.852912;-49.355233;0.019264291;0.048890436;0.034077364
CURUÁ;Diesel TPP;-1.888886;-55.124777;0.019120908;0.048526546;0.033823727
YOKI ALIMENTOS;Diesel TPP;-22.236527;-45.929189;0.01907928;0.0484209;0.03375009
ASPEBRAS BAHIA;Diesel TPP;-12.801785;-38.390779;0.018963648;0.04812744;0.033545544
ROVEMA BANDEIRANTES;Diesel TPP;-8.748232;-63.818171;0.018871142;0.047892672;0.033381907
COMPONENT;Diesel TPP;-23.683018;-46.621224;0.018732384;0.04754052;0.033136452
REICHHOLD DO BRASIL;Diesel TPP;-23.538100;-46.177456;0.018732384;0.04754052;0.033136452
FUNFARME;Diesel TPP;-20.757915;-49.412911;0.018605189;0.047217714;0.032911451
KAISER - ARARAQUARA;Diesel TPP;-21.778026;-48.171860;0.01850112;0.0469536;0.03272736
MARFRIG CAPÃO;Diesel TPP;-31.835819;-52.571276;0.01850112;0.0469536;0.03272736
MARFRIG PARANAÍBA;Diesel TPP;-19.664312;-51.187585;0.01850112;0.0469536;0.03272736
CEASA-PE;Diesel TPP;-8.054948;-34.975747;0.01850112;0.0469536;0.03272736
COPA DOR;Diesel TPP;-22.942568;-43.376232;0.01850112;0.0469536;0.03272736
MARFRIG RIO VERDE;Diesel TPP;-17.776789;-50.911854;0.01850112;0.0469536;0.03272736
LATICÍNIO SCALA;Diesel TPP;-19.866439;-47.457835;0.01850112;0.0469536;0.03272736
JARAGUÁ;Diesel TPP;-18.889267;-48.184005;0.01850112;0.0469536;0.03272736
RONDOLÂNDIA;Diesel TPP;-10.846427;-61.458766;0.018477994;0.046894908;0.032686451
MARECHAL THAUMATURGO;Diesel TPP;-8.938069;-72.784890;0.018262918;0.046349072;0.032305995
ANAMÃ;Diesel TPP;-3.571428;-61.401310;0.018107971;0.045955836;0.032031904
FRIGOBET;Diesel TPP;-19.953674;-44.213121;0.018038592;0.04577976;0.031909176
SINTERAMA;Diesel TPP;-21.430631;-45.971563;0.017622317;0.044723304;0.03117281
ASSEMBLEIA PARAENSE;Diesel TPP;-1.413617;-48.392375;0.017622317;0.044723304;0.03117281
ZANOTTI PACATUBA;Diesel TPP;-3.891267;-38.609957;0.017622317;0.044723304;0.03117281
ATALAIA DO NORTE;Diesel TPP;-4.367257;-70.189269;0.017576064;0.04460592;0.031090992
DISTRIBUIDORA AMARAL;Diesel TPP;-20.137482;-44.865072;0.0173448;0.044019;0.0306819
CORFIO;Diesel TPP;-26.788281;-51.000738;0.017113536;0.04343208;0.030272808
BIMBO DO BRASIL;Diesel TPP;-23.561606;-46.592401;0.017113536;0.04343208;0.030272808
ETERNIT SIMÕES FILHO;Diesel TPP;-12.795591;-38.399362;0.017113536;0.04343208;0.030272808
ADRIANA AGRÍCOLA;Diesel TPP;-16.944746;-53.536722;0.016882272;0.04284516;0.029863716
GERALDISCOS;Diesel TPP;-23.592287;-46.641385;0.016836019;0.042727776;0.029781898
USINA ALA MEGA;Diesel TPP;-23.532494;-46.700955;0.016836019;0.042727776;0.029781898
ALA POLO;Diesel TPP;-23.582847;-46.686878;0.016836019;0.042727776;0.029781898
TILIBRA;Diesel TPP;-22.303263;-49.074230;0.01676664;0.0425517;0.02965917
MORUMBI SHOPPING;Diesel TPP;-23.522074;-46.623659;0.01676664;0.0425517;0.02965917
SE04;Diesel TPP;-23.531234;-46.682415;0.01676664;0.0425517;0.02965917
MORUMBI CORPORATE TORRE ALTA;Diesel TPP;-23.591185;-46.599954;0.01676664;0.0425517;0.02965917
MORUMBI CORPORATE TORRE BAIXA;Diesel TPP;-23.549333;-46.584848;0.01676664;0.0425517;0.02965917
GUARIBA;Diesel TPP;-9.131372;-60.389363;0.016743514;0.042493008;0.029618261
FIBRASA;Diesel TPP;-7.905615;-34.896273;0.016651008;0.04225824;0.029454624
CORY;Diesel TPP;-21.366706;-46.942078;0.016651008;0.04225824;0.029454624
COOPERSUL;Diesel TPP;-31.762667;-52.486035;0.016651008;0.04225824;0.029454624
ITAPICURU;Diesel TPP;-4.465218;-43.887157;0.016651008;0.04225824;0.029454624
NESTLÉ;Diesel TPP;-22.473422;-47.460322;0.016651008;0.04225824;0.029454624
SEDE 1;Diesel TPP;-23.611174;-46.909449;0.016651008;0.04225824;0.029454624
MARABÁ GUSA SIDERÚRGICA;Diesel TPP;-5.369499;-49.133968;0.016651008;0.04225824;0.029454624
SÃO CARLOS;Diesel TPP;-8.787932;-63.893016;0.016651008;0.04225824;0.029454624
EXTRA SÃO JOSÉ DOS CAMPOS;Diesel TPP;-23.199920;-45.809454;0.016651008;0.04225824;0.029454624
SUPERCENTER GRANJA VIANA;Diesel TPP;-23.595394;-46.900125;0.016651008;0.04225824;0.029454624
KAPPESBERG;Diesel TPP;-29.476235;-51.418246;0.016651008;0.04225824;0.029454624
JACAREACANGA;Diesel TPP;-6.224844;-57.765036;0.016385054;0.041583282;0.028984168
EXTRA ARACAJU;Diesel TPP;-10.940589;-37.067332;0.016280986;0.041319168;0.028800077
SUPERCENTER TIJUCA;Diesel TPP;-22.981767;-43.227230;0.016280986;0.041319168;0.028800077
PACARANA;Diesel TPP;-11.492049;-60.997724;0.016003469;0.040614864;0.028309166
AMBEV - JOÃO PESSOA;Diesel TPP;-26.499603;-49.130280;0.01561032;0.0396171;0.02761371
MOTOROLA SP;Diesel TPP;-22.692595;-46.994837;0.015517814;0.039382332;0.027450073
CONDOMÍNIO CANOAS SHOPPING CENTER;Diesel TPP;-29.924546;-51.192334;0.015425309;0.039147564;0.027286436
GRANJA VIANA;Diesel TPP;-23.611906;-46.918070;0.015263424;0.03873672;0.027000072
BCP;Diesel TPP;-23.609746;-46.662539;0.015147792;0.03844326;0.026795526
EDIFÍCIO ODEBRECHT;Diesel TPP;-23.568530;-46.673769;0.01503216;0.0381498;0.02659098
BASÍLICA NOSSA SENHORA DA CONCEIÇÃO APARECIDA;Diesel TPP;-22.843809;-45.235071;0.014985907;0.038032416;0.026509162
SERGIPE INDUSTRIAL FILIAL;Diesel TPP;-10.910925;-37.100806;0.014985907;0.038032416;0.026509162
CALÇOENE;Diesel TPP;2.487348;-50.971732;0.014985907;0.038032416;0.026509162
INJECT CAMPO BOM;Diesel TPP;-29.676904;-51.037040;0.014985907;0.038032416;0.026509162
FUGA COUROS;Diesel TPP;-28.454245;-52.197437;0.014985907;0.038032416;0.026509162
SARGEL;Diesel TPP;-21.470643;-47.024127;0.014985907;0.038032416;0.026509162
GRUPO GERADORES MOORE;Diesel TPP;-23.545942;-46.790236;0.014985907;0.038032416;0.026509162
CROMEX - BA;Diesel TPP;-12.776674;-38.409490;0.014985907;0.038032416;0.026509162
HOTEL HILTON MORUMBI;Diesel TPP;-23.610303;-46.696883;0.014800896;0.03756288;0.026181888
GREIF;Diesel TPP;-23.668872;-46.714573;0.014800896;0.03756288;0.026181888
ALCON LABORATÓRIOS DO BRASIL;Diesel TPP;-23.540677;-46.601048;0.014627448;0.03712269;0.025875069
SHOPPING CENTER GRANDE RIO;Diesel TPP;-22.781403;-43.382255;0.014454;0.0366825;0.02556825
EMATEX;Diesel TPP;-19.758150;-44.076220;0.01441931;0.036594462;0.025506886
COMPLEM;Diesel TPP;-17.723121;-49.106984;0.014407747;0.036565116;0.025486432
AMATURÁ;Diesel TPP;-3.366057;-68.199309;0.014315242;0.036330348;0.025322795
PEIXOTO GONÇALVES;Diesel TPP;-10.324425;-36.582218;0.014222736;0.03609558;0.025159158
HIPER BOMPREÇO ROTULA;Diesel TPP;-12.950037;-38.442424;0.014222736;0.03609558;0.025159158
BAGRE;Diesel TPP;-1.905640;-50.197114;0.01413023;0.035860812;0.024995521
NORMÂNDIA;Diesel TPP;3.914835;-59.606802;0.014107104;0.03580212;0.024954612
GEOLAB;Diesel TPP;-16.358879;-48.962675;0.01387584;0.0352152;0.02454552
BRASILGRÁFICA;Diesel TPP;-23.500515;-46.931789;0.01387584;0.0352152;0.02454552
OCEANO;Diesel TPP;-23.362893;-46.869749;0.01387584;0.0352152;0.02454552
SABE ALIMENTOS;Diesel TPP;-10.426650;-36.955894;0.01387584;0.0352152;0.02454552
TERMINAL CENTRAL;Diesel TPP;-18.871075;-48.188125;0.01387584;0.0352152;0.02454552
HY-LINE;Diesel TPP;-20.540358;-49.314367;0.01355207;0.034393512;0.023972791
UBERLÂNDIA REFRESCOS;Diesel TPP;-18.877572;-48.176452;0.01329768;0.0337479;0.02352279
COTIJUBA;Diesel TPP;-1.428719;-48.476833;0.013239864;0.03360117;0.023420517
TELESP;Diesel TPP;-23.495477;-46.954448;0.012950784;0.03286752;0.022909152
BOMPREÇO FORTALEZA;Diesel TPP;-3.765054;-38.474836;0.012950784;0.03286752;0.022909152
MAFRIG PIRENÓPOLIS;Diesel TPP;-15.851951;-48.955479;0.012950784;0.03286752;0.022909152
VIVICON;Diesel TPP;-23.518485;-46.686128;0.012950784;0.03286752;0.022909152
GONÇALVES SALLES;Diesel TPP;-20.894337;-47.001141;0.012950784;0.03286752;0.022909152
CAESAR PARK HOTEL GUARULHOS;Diesel TPP;-23.450602;-46.489216;0.012892968;0.03272079;0.022806879
ANAJÁS;Diesel TPP;-0.988152;-49.942301;0.012858278;0.032632752;0.022745515
